Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17
NAME,X,Y,LABELS,tumor,cell.type,treatment,OE.B.cell,OE.CAF,OE.Endo.,OE.Macrophage,OE.NK,OE.T.CD4,OE.T.CD8,OE.T.cell,no.genes,log.no.reads
TYPE,numeric,numeric,group,group,group,group,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
cy88_cd_45_pos_F07_S451_comb,  1.512641110,  9.435433183,Mel88,Mel88,T.CD8,ICR,-0.1708814936,-2.750561e-02,-1.364378e-02,-2.681142e-01,-1.475513e-01, 1.0717171936,-0.0502998937, 0.5780579636, 2530,10.760835
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B08_S404_comb,  0.617784263, 20.638000804,Mel79,Mel79,T.CD8,TN,-0.5293417068,-6.134687e-02,-8.306514e-02,-2.464073e-01, 2.007616e-01,-0.0900283023, 1.1996158249, 0.9986849801, 3624,10.961885
CY94CD45POS_1_B09_S117_comb,  0.849185182,-21.399901694,Mel94,Mel94,T.CD4,ICR,-0.2716595624, 3.527510e-02,-1.208020e-01,-3.381434e-01,-2.801126e-01, 0.7487774031,-0.4465855598, 0.1845318489, 4842,12.776334
CY89A_CD45_POS_6_D10_S142_comb,-22.832024996,  7.418204240,Mel89,Mel89,T.CD8,TN,-0.2567663587,-3.203589e-02,-4.875828e-02,-2.114811e-02, 9.485394e-01,-0.4418955248, 0.9024495010, 0.5965095340, 2769,11.238252
cy88_cd_45_pos_H07_S475_comb,  1.803775626, 36.427345550,Mel88,Mel88,T.CD8,ICR,-0.6206129126,-1.789132e-01,-1.737834e-01,-4.841887e-01, 3.031748e-01,-0.5388128691, 0.2648472341, 0.1536559574, 5542,12.209606
Cy72_CD45_G01_S745_comb,-21.285202446, -0.149749969,Mel72,Mel72,T.cell,ICR,-0.1084321440, 1.156125e-02, 2.218681e-02,-2.123146e-01, 6.965304e-01, 0.4592171335,-0.2832302153, 0.4689350311, 2442,10.560256
cy79_p4_CD45_pos_PD1_pos_F01_S349_comb, -7.189982790, 10.983417852,Mel79,Mel79,T.CD8,TN,-0.3364048447,-5.526360e-02,-1.781067e-02,-2.135473e-01,-2.688931e-01, 0.1950279580, 1.3299992102, 0.1437711134, 4019,12.176139
cy84_Primary_CD45_pos_D10_S430_comb,-17.019713538, 25.838221076,Mel84,Mel84,T.CD8,TN,-0.5870293873,-5.020883e-02,-1.359577e-01,-3.472556e-01, 7.477578e-01,-0.1134374491, 2.2541208449, 1.1007062984, 3909,11.457148
cy53_1_CD45_pos_2_H08_S1052_comb,  4.066574847,-19.409271273,Mel53,Mel53,T.CD8,TN,-0.2208036185,-1.426196e-02,-1.876982e-02,-2.887664e-01,-3.991355e-01, 1.3201355047,-0.3968686375, 0.2191158354, 4181,12.271893
cy80_CD45_neg_C12_S420_comb,-28.123203673,  3.249131031,Mel80,Mel80,T.CD8,TN,-0.1237582318,-9.320166e-02,-4.905149e-02,-2.994477e-01, 5.570847e-01, 0.1297989388, 0.7595394761, 0.4622999466, 4461,11.958034
cy80_Cd45_pos_PD1_pos_B07_S43_comb, -7.992021318,  2.484346307,Mel80,Mel80,T.CD8,TN,-0.1950410352,-1.266120e-01, 2.816814e-02,-3.120556e-01, 1.790774e-01, 0.0763368492, 0.6016163278, 0.9078748116, 4280,11.599984
Cy74_CD45_H12_S480_comb, 17.825811311, 14.669236909,Mel74,Mel74,T.cell,ICR,-0.2422853412,-1.752393e-01,-1.464126e-01,-1.793524e-01, 4.882222e-01,-0.0053465708, 1.3563423295, 0.5273529915, 4419, 9.432764
cy79_p4_CD45_pos_PD1_pos_C10_S322_comb, -8.137839870,  7.568046225,Mel79,Mel79,T.CD4,TN,-0.1000150278,-5.450508e-02, 4.031058e-02,-3.484174e-01,-6.025189e-02, 0.6119449359, 1.2131244536, 0.9085206169, 3563,11.806990
CY58_1_CD45_G11_S1043_comb,-21.479374752,  3.409148738,Mel58,Mel58,T.CD8,ICR,-0.2283004979,-2.980776e-02,-1.556099e-02,-1.670805e-01, 6.113409e-02,-0.2950511928, 1.2995483472, 0.6850680328, 3027,11.765628
cy94_cd45neg_cd90pos_C03_S315_comb, -2.438955963,-23.816514644,Mel94,Mel94,T.CD4,ICR,-0.0750791692,-1.468023e-02, 3.008660e-02,-2.189393e-01, 7.522587e-02, 1.6232141717, 0.1005408021, 0.9438538643, 3881,12.556078
cy58_1_CD45_pos_E08_S632_comb,-17.880671085, 14.710637516,Mel58,Mel58,T.CD8,ICR,-0.2467164024, 2.860792e-02,-4.270961e-02,-2.029048e-01, 6.760106e-02,-0.2675602381, 1.1221586895, 0.7607414891, 3797,11.235669
CY89COREQ1_B04_S304_comb,  9.803157926, 11.601612442,Mel89,Mel89,T.cell,TN,-0.4262975885, 2.783096e-03,-6.551351e-02,-2.604772e-01, 4.085101e-01, 0.5818046634, 0.7762913767, 0.4361288650, 4983,11.755919
cy80_CD45_neg_A12_S396_comb,-22.801925589, -1.868763761,Mel80,Mel80,T.CD8,TN,-0.1327261349, 2.544083e-03, 1.789935e-02,-3.483751e-01, 5.501321e-01, 0.3560489833,-0.0288612287, 0.7775996649, 2685,10.934160
CY89FNA_A02_S194_comb,  8.575168664,-13.294632684,Mel89,Mel89,T.CD4,TN,-0.3327638427,-2.498280e-02, 7.149857e-02,-1.618566e-01,-3.869767e-01, 1.1432754096,-0.1338456415, 0.1596661513, 3562,11.986548
CY58_1_CD45_D04_S1000_comb, -1.347227694,-20.875372149,Mel58,Mel58,T.cell,ICR,-0.2095719563, 4.111450e-02,-3.886287e-02,-1.815124e-01,-1.419409e-01, 0.7767504547,-0.1612195880, 0.1892641118, 2973,11.587736
Cy72_CD45_A11_S683_comb,  3.485338709,-21.506872257,Mel72,Mel72,T.CD4,ICR,-0.1898680907, 4.316045e-02,-2.782341e-02,-2.537841e-01,-1.252000e-01, 1.6729663221,-0.4095967300, 0.1892414968, 3472,12.402059
CY89A_Core_15_B05_S17_comb,  5.831759358, 38.322955665,Mel89,Mel89,T.CD4,TN,-0.9325806794,-1.761165e-01,-1.540231e-01,-3.623704e-01,-7.514904e-01,-0.6412705546,-0.6429982174,-0.7900943883, 6964,13.274678
CY94CD45POS_1_H01_S181_comb,  9.772465717, -6.839171814,Mel94,Mel94,T.CD4,ICR,-0.2153101877,-4.940365e-02, 6.175500e-02,-3.135309e-01,-4.706649e-02, 1.7808100819,-0.1296653547, 1.0051585244, 3067,10.533935
Cy81_FNA_CD45_C11_S227_comb,  6.334744961, -0.674710922,Mel81,Mel81,T.CD4,TN,-0.4263107591,-2.369235e-02,-8.290885e-03,-2.120571e-01, 4.493691e-02, 1.3159333334, 0.0038884021, 0.8404563026, 3591,12.870108
cy80_Cd45_pos_Pd1_neg_S265_D01_S265_comb,  4.202529473, -9.584281273,Mel80,Mel80,T.CD8,TN,-0.2223561251,-6.341546e-02,-1.797032e-02,-3.932016e-01,-8.019626e-02, 0.7593164338,-0.3180008496, 0.3864764779, 3995,11.416371
cy94_cd45pos_D05_S137_comb,  9.407130454, -9.093994168,Mel94,Mel94,T.CD8,ICR,-0.2859756759, 7.799849e-03,-1.290867e-02,-3.394115e-01,-1.578943e-01, 0.9584741330,-0.1667515591, 0.3992224026, 4014,12.270666
Cy71_CD45_F03_S543_comb,-23.350518225, 10.342045731,Mel71,Mel71,T.CD8,TN,-0.2482479709,-7.906994e-02,-3.478105e-02,-2.348694e-01, 7.454144e-01,-0.1403647441, 0.6983441746, 0.9734649439, 3184,11.586464
CY89COREQ1_C03_S315_comb,-29.890245782, 16.392368403,Mel89,Mel89,T.CD8,TN,-0.5104539962,-4.623302e-02,-5.232924e-02,-2.594648e-01, 1.431550e+00,-0.0983442336, 1.6811585113, 0.9443705263, 3767,11.647885
cy72_CD45_pos_A05_S869_comb,  5.743777080,-12.088392259,Mel72,Mel72,T.CD4,ICR,-0.4805318800,-3.884047e-02,-1.416528e-02,-1.634247e-01,-2.459789e-01, 1.2688146952,-0.7262838065, 0.0266353292, 3371,11.365875
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F12_S456_comb,-14.057476905,  7.403954191,Mel79,Mel79,T.CD8,TN,-0.2128599026, 3.031776e-02,-3.772553e-02,-1.727832e-01,-4.418277e-01, 0.3221228849, 1.2892254295, 0.4461372753, 2848,10.860133
CY88CD45POS_2_D11_S431_comb, -2.259983767,  9.128176444,Mel88,Mel88,T.CD4,ICR,-0.4230927735,-1.687323e-02,-4.993299e-03,-5.500411e-02,-2.457284e-01, 0.5790952258, 0.8430656961, 1.0997090533, 4244,12.585693
Cy72_CD45_E10_S730_comb, -9.811422916,-15.612135129,Mel72,Mel72,T.cell,ICR,-0.0585314903, 5.885308e-03,-7.043006e-02,-3.117869e-01, 1.478467e-01, 0.7787692573, 0.2154239024, 0.6270479127, 2537,10.543550
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B09_S213_comb, -8.415055405,  6.662183958,Mel79,Mel79,T.cell,TN,-0.3249899352,-7.792132e-02,-9.251670e-02,-2.510029e-01,-3.033096e-01, 0.9435475693, 0.9838881992, 1.1180318805, 2420,10.145335
cy60_1_cd_45_pos_4_B11_S23_comb, -3.251336963, -3.327180968,Mel60,Mel60,T.CD4,ICR,-0.1845281805,-4.869225e-02, 3.459068e-02,-2.581578e-01, 5.367493e-02, 1.1341132032,-0.0809089786, 1.0360943488, 3111,11.094618
CY58_1_CD45_F09_S1029_comb, -6.075643867,-10.831417197,Mel58,Mel58,T.cell,ICR,-0.2822144206,-1.588747e-02,-3.128599e-02,-1.159679e-01,-2.579785e-01, 1.4347375276,-0.0581198129, 0.4221394737, 3371,11.402664
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B12_S408_comb,  3.499289608, 12.112381975,Mel79,Mel79,T.CD4,TN, 0.0453071157,-1.411599e-03, 3.568363e-03,-2.645958e-01,-3.633386e-01, 1.7381650143,-0.1952332604, 0.6054236249, 3627,11.328534
cy60_1_cd_45_pos_3_C07_S319_comb,  8.876972250,-12.502883117,Mel60,Mel60,T.CD4,ICR,-0.4472551163, 5.021949e-02,-3.920067e-02,-2.124574e-01, 5.807124e-01, 0.4327617633,-0.1549032789, 0.1768904634, 2717,11.007369
cy79_p5_CD45_pos_PD1_pos_G12_S660_comb,-18.020684548, 19.355404758,Mel79,Mel79,T.CD8,TN,-0.2320518929,-2.794076e-02,-5.810869e-02,-2.938069e-01, 5.084916e-01,-0.2732777257, 1.0351260809, 1.0670018921, 2253,10.172369
CY94CD45POS_1_A09_S105_comb, -5.609762780,-17.217888333,Mel94,Mel94,T.CD4,ICR,-0.0383601930, 6.269571e-02, 8.756739e-02,-2.033993e-01,-2.455744e-01, 0.4901901496,-0.3813187975, 0.0711374604, 2983,11.226909
cy79_p5_CD45_pos_PD1_pos_E04_S628_comb,  2.097216801, 21.033125543,Mel79,Mel79,T.CD8,TN,-0.5140994504,-6.326848e-02, 6.590912e-02,-2.818294e-01,-4.847310e-02,-0.4780741647, 0.9561806549, 0.1949116347, 4540,11.537179
cy72_CD45_pos_E04_S916_comb,  8.071321207, -1.864873580,Mel72,Mel72,T.CD4,ICR,-0.2240576680,-5.461833e-02,-7.040128e-02,-5.122247e-02,-4.415681e-01, 1.0755357800,-0.7428544016, 0.6508111758, 3187,10.692763
cy60_1_cd_45_pos_3_H12_S384_comb, -2.428012983, 37.412324309,Mel60,Mel60,T.CD8,ICR,-0.8716210945,-2.158156e-01,-2.001479e-01,-3.862290e-01, 1.987310e-01,-0.1187840243, 0.9047798117, 0.3922037482, 4912,12.054662
cy79_p5_CD45_pos_PD1_pos_B08_S596_comb,-18.823357196, 19.530076503,Mel79,Mel79,T.CD8,TN,-0.3413281827,-2.931017e-02,-5.269213e-02,-3.041368e-01, 3.447234e-01,-0.1495893731, 1.4616150926, 1.0771241245, 3227,11.519702
CY89COREQ1_D01_S325_comb,-11.451497806,-10.350764917,Mel89,Mel89,T.cell,TN,-0.1054711890,-2.631657e-02,-5.662479e-02,-1.333407e-01,-4.439917e-01, 0.2328145827,-0.1103170277, 0.1378925271, 3418,11.718907
cy80_CD45_neg_F04_S448_comb,-34.000482886, -6.480158802,Mel80,Mel80,T.CD4,TN,-0.5057960138,-1.020090e-01, 6.791702e-03,-3.692908e-01, 2.146854e+00, 0.2402389938,-0.3181131930, 0.6517344877, 4231,11.854478
CY58_1_CD45_E05_S1013_comb,-11.648194691, 13.491045476,Mel58,Mel58,T.CD8,ICR,-0.4065063424,-3.216376e-03,-6.185535e-02,-8.071693e-02, 2.587375e-01,-0.1301389660, 1.0120768180, 0.3784522643, 2487,10.652590
Cy71_CD45_C01_S505_comb,  3.546238014, 13.306676702,Mel71,Mel71,T.CD4,TN,-0.4429282330, 4.616482e-02, 5.418486e-02,-2.587583e-01,-3.865146e-01,-0.0892418282,-0.6542114807,-0.4242479476, 2674,11.924995
cy80_Cd45_pos_Pd1_neg_S364_H04_S364_comb,  2.897329913, -7.750736048,Mel80,Mel80,T.CD4,TN,-0.2523642116,-2.654238e-02,-3.676234e-02,-3.218161e-01,-3.820815e-01, 0.7483842530,-0.1463560838, 0.2595685779, 3951,11.337583
CY58_1_CD45_F04_S1024_comb,-20.073276441, 17.049760341,Mel58,Mel58,T.CD8,ICR,-0.2424648576,-5.934578e-02,-9.454989e-02,-2.406884e-01, 2.430336e-01,-0.3811543660, 1.6561070053, 0.8739675240, 3959,11.137694
cy94_cd45pos_B11_S119_comb, -9.358928215,  3.537440262,Mel94,Mel94,T.CD8,ICR, 0.1364499096, 3.427486e-03, 1.125617e-02,-3.632809e-01,-1.351252e-01, 0.2884298911, 0.8619330686, 0.6066916308, 4442,13.022559
cy79_p4_CD45_pos_PD1_pos_F04_S352_comb,-16.976985141, 21.236419323,Mel79,Mel79,T.CD8,TN,-0.3880404315,-1.661615e-02, 4.888988e-02,-2.516773e-01, 2.017559e-01, 0.1746700341, 1.8182959737, 0.7801841087, 3170,11.674364
cy74_CD45_pos_E03_S723_comb,-10.100575120, 25.827640982,Mel74,Mel74,T.CD8,ICR,-0.4027163582,-1.296159e-02,-5.089256e-02,-2.312489e-01, 5.998033e-01,-0.2769936691, 1.4747682370, 0.8282858771, 3196,11.571836
cy53_1_CD45_pos_2_G02_S1034_comb,  6.587144845,-10.973352518,Mel53,Mel53,T.CD4,TN, 0.0752865691,-2.977581e-02,-4.859750e-02,-2.113715e-01, 9.588062e-02, 1.4441496870,-0.1319432693, 0.7109290999, 3865,11.438568
CY58_1_CD45_F12_S1032_comb,-10.015482527, -3.224105594,Mel58,Mel58,T.CD8,ICR,-0.3477064916,-1.965293e-02,-3.889852e-02,-3.039063e-01,-9.674079e-02, 0.3488642936, 0.2840909206, 0.1582982795, 3287,11.914463
CY89COREQ1_D03_S327_comb, -9.365968938,-11.644084417,Mel89,Mel89,T.cell,TN,-0.2919790898,-7.442271e-03,-3.592579e-02,-1.570078e-01,-1.370265e-01, 1.0741578107,-0.0371320001, 0.6038684671, 3145,11.154005
cy80_Cd45_pos_PD1_pos_S190_H10_S190_comb,-36.961718022, -8.054885514,Mel80,Mel80,T.CD8,TN,-0.5110186879,-9.433306e-02,-8.823087e-02,-2.728422e-01, 2.333248e+00,-0.6961191829, 0.5425476107, 0.6847418369, 4209,11.551656
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H12_S288_comb,  3.441673384, 38.505476876,Mel79,Mel79,T.cell,TN,-0.4665809301,-1.366399e-01,-1.422852e-01,-2.978511e-01, 3.900573e-01,-0.0778019447, 0.5075199109, 0.0853717528, 8572,11.612744
cy79_p5_CD45_pos_PD1_pos_H06_S666_comb, -3.885960390, 20.322613581,Mel79,Mel79,T.CD8,TN,-0.5982275091,-5.478596e-02, 3.607573e-02,-9.354795e-02, 2.367529e-01,-0.3171562011, 1.2150484211, 0.5841652300, 4019,11.813304
cy74_CD45_pos_A05_S677_comb, -5.065305092, -3.486625447,Mel74,Mel74,T.cell,ICR, 0.0133794058,-1.413506e-02,-3.195081e-02,-5.026509e-02, 1.274979e-01, 0.4531661225,-0.0373683879, 0.4695286501, 2016, 9.729432
cy79_p5_CD45_pos_PD1_pos_F02_S638_comb,-19.380133423, 21.219609326,Mel79,Mel79,T.CD8,TN,-0.5622249429,-6.726792e-02,-5.020952e-02,-3.308703e-01,-2.437312e-02,-0.5951648978, 2.0642202592, 0.8540424190, 3930,11.793636
CY58_1_CD45_G09_S1041_comb,  0.665908424,-16.892850043,Mel58,Mel58,T.cell,ICR,-0.3175555570,-4.318486e-02,-4.678827e-02,-2.017775e-01,-6.825210e-01, 0.8045974538,-0.5301132790, 0.4365746991, 3219,11.711465
cy84_Primary_CD45_pos_B07_S403_comb,-18.731376348, 12.815507883,Mel84,Mel84,T.CD8,TN,-0.3126329377,-6.284491e-02,-4.335436e-02,-8.652956e-02, 2.499852e-01,-0.4355815289, 0.9458379429, 0.8627602974, 3728,11.996844
cy94_cd45pos_4_A02_S2_comb,-18.068746325, -1.113818230,Mel94,Mel94,T.CD8,ICR,-0.2461738489, 4.624999e-02, 6.328983e-02,-2.153671e-01, 4.847805e-01, 0.0512745025, 0.6128829247, 0.6071478656, 2146,10.083974
cy58_1_CD45_pos_F10_S646_comb,-24.401424601,  2.372143439,Mel58,Mel58,T.CD8,ICR,-0.4562690516, 3.523786e-03, 4.724691e-02,-2.908979e-01, 6.935804e-01, 0.2143194016, 0.3938021665, 0.4808443755, 2499, 9.934017
Cy81_FNA_CD45_F04_S256_comb,-23.997213729, 19.562008768,Mel81,Mel81,T.CD8,TN,-0.2299833194, 2.434443e-03, 1.856103e-02,-1.876768e-01, 1.235203e+00,-0.4205335958, 1.4252762623, 0.8312592318, 2682,11.915139
cy94_cd45pos_D08_S140_comb, 20.247989016,-19.408702323,Mel94,Mel94,B.cell,ICR, 0.6256896981,-7.104686e-02,-1.062166e-01,-4.037278e-01,-5.168265e-01, 1.0555744394,-0.7126523941, 0.0088075604, 5519,12.213396
cy79_p4_CD45_pos_PD1_pos_G05_S365_comb,-13.843426014, 27.519562007,Mel79,Mel79,T.CD8,TN,-0.3797455085, 1.491540e-04, 2.006021e-02,-1.765305e-01, 3.101901e-02,-0.0783163492, 1.7695583824, 0.6618060286, 3374,12.188489
cy84_Primary_CD45_pos_D11_S431_comb,  0.630940919, -3.888180434,Mel84,Mel84,T.CD4,TN,-0.4728698948,-5.854170e-02, 9.945225e-04,-1.932490e-01,-3.947532e-01, 1.1559198896, 0.2014749872, 0.8635405827, 3858,11.836732
CY94CD45POS_1_G04_S172_comb, -0.376097449,-18.668725280,Mel94,Mel94,T.cell,ICR, 0.1294315119, 9.090320e-03,-3.892176e-02,-2.166502e-01,-1.963205e-01, 0.8299220443,-0.3718125295, 0.2927674158, 4486,12.881277
cy72_CD45_pos_C06_S894_comb, 13.122468975, -9.350463678,Mel72,Mel72,T.cell,ICR, 0.0093138519,-3.903976e-02,-2.784264e-02,-2.824375e-01,-1.335983e-01, 0.8577069083,-0.3807758110, 0.2158933713, 3159,11.061987
cy58_1_CD45_pos_H09_S669_comb,-14.380194239, -1.257985698,Mel58,Mel58,T.CD8,ICR,-0.1002659927, 2.012981e-02,-7.452281e-02,-3.187310e-01, 4.336318e-01, 0.1507491720, 0.0977577399, 0.1556489644, 4107,11.498847
cy60_1_cd_45_pos_4_D10_S46_comb,-17.036140889, 25.828329731,Mel60,Mel60,T.CD8,ICR,-0.5186850234,-4.901093e-02,-1.021100e-01,-3.700908e-01, 7.708539e-01,-0.1427591777, 2.4028638975, 1.1244843119, 3207,10.674059
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G04_S460_comb,  7.074203200,  1.617688295,Mel79,Mel79,T.CD4,TN,-0.2513171099,-8.220620e-02,-2.355122e-02,-3.069389e-01,-3.380341e-01, 0.8510615685, 0.3230320572, 0.6608867546, 2889,10.482878
Cy74_CD45_G04_S460_comb,-17.946265466, -1.454122489,Mel74,Mel74,T.CD8,ICR,-0.0927192183, 4.143124e-02,-6.563310e-02,-1.611167e-01, 3.905859e-01, 1.1067611366, 0.0901211815, 0.5462315821, 2632,11.469715
cy72_CD45_pos_D08_S908_comb,  1.897874760,-17.334149069,Mel72,Mel72,T.cell,ICR,-0.1686055012,-7.072251e-02,-8.491308e-02,-3.256659e-01,-4.002082e-01, 1.6080644234,-0.4459714519, 0.4010731216, 3455,11.315657
cy94_cd45pos_4_C11_S35_comb, -7.974218833,-22.819247574,Mel94,Mel94,T.CD4,ICR, 0.0347232865, 8.126787e-03,-5.008538e-02,-1.286537e-01, 1.090474e-01, 1.4552841067,-0.4941253671, 0.5598642616, 3308,11.735501
CY89A_Core_15_A01_S1_comb,-11.214167038, -9.276379349,Mel89,Mel89,T.CD8,TN,-0.0911248479,-1.416893e-02,-1.308249e-01,-3.096841e-01,-8.285257e-02, 0.8568392668, 0.6146287589, 0.7358054537, 2289,10.459583
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B01_S397_comb,  0.050710449, 20.207920686,Mel79,Mel79,T.CD8,TN,-0.3734009396, 1.081434e-02,-3.083824e-02,-2.299159e-01, 2.417223e-02,-0.4036808186, 1.0431244230, 0.8072004671, 3637,11.244758
cy88_cd_45_pos_H11_S479_comb, -4.175905578, 20.998814901,Mel88,Mel88,T.CD8,ICR,-0.3382711189, 3.179345e-02, 2.664063e-02,-3.293879e-01, 4.247630e-01, 0.0735224157, 1.5912020240, 0.8559838364, 3136,11.296460
CY89COREQ1_E02_S338_comb,-28.341732214, 10.793816577,Mel89,Mel89,T.CD8,TN,-0.2423333491,-1.714075e-02,-7.662379e-02,-2.506106e-01, 9.933730e-01, 0.1772266591, 1.5819024254, 1.2903389998, 3340,11.418637
CY58_1_CD45_C03_S987_comb, -8.784484966,-13.450799228,Mel58,Mel58,T.cell,ICR,-0.2342148395, 1.935761e-02, 1.914373e-02,-2.805146e-01,-4.477437e-01, 1.4886657020,-0.2652584971, 0.5958054946, 3175,12.298547
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E01_S433_comb,-18.929542669, 19.872087030,Mel79,Mel79,T.CD8,TN,-0.3731920588, 9.554344e-03, 2.844776e-02,-2.386669e-01, 4.010852e-01, 0.0324346526, 1.8049340282, 1.1400423295, 2647,11.047758
CY89A_Core_15_G07_S79_comb, -0.330442534,-16.791388282,Mel89,Mel89,T.CD4,TN,-0.1234890819, 1.496014e-02, 3.653294e-02,-2.478296e-01,-1.495432e-01, 0.9749861987,-0.1028351465, 0.5359306660, 3150,11.746019
CY94CD45POS_1_H02_S182_comb, -2.976648816,-12.272499777,Mel94,Mel94,T.CD4,ICR, 0.0728273648,-1.397949e-02, 3.907725e-02,-2.161705e-01,-2.472817e-01, 0.7522378720,-0.1917393803, 0.4873504235, 4253,12.416070
cy80_Cd45_pos_Pd1_neg_S337_G01_S337_comb,  9.196742197,  3.485753624,Mel80,Mel80,T.CD8,TN,-0.0950355266,-5.273629e-02,-6.136372e-02,-4.462956e-01, 6.378924e-02, 0.5851583961, 0.4494558246, 0.8167954226, 3578,10.749206
CY88CD45POS_7_F01_S253_comb,-30.700685679, 11.626122882,Mel88,Mel88,T.CD8,ICR,-0.5537848135,-1.596907e-01,-1.705711e-01,-1.959305e-01, 5.255819e-01, 0.1641231148, 1.1823297990, 0.8303504324, 4871,12.037973
cy60_1_cd_45_pos_3_B06_S306_comb, -8.619587602,-10.230132664,Mel60,Mel60,T.CD4,ICR,-0.1711465727,-7.933246e-02,-1.412348e-01,-2.189337e-01,-4.277677e-01, 0.7416239258,-0.0073799010, 0.3159135968, 2975,11.057377
cy60_1_cd_45_pos_3_F08_S356_comb,  1.626351822, -2.003326900,Mel60,Mel60,T.cell,ICR,-0.2973676524,-8.365188e-02,-5.551417e-02,-1.643394e-01,-5.488775e-01, 1.3027690835,-0.2696404091, 0.6659479287, 2792,11.149154
cy79_p4_CD45_pos_PD1_pos_G02_S362_comb,-12.155266364,  8.449643373,Mel79,Mel79,T.CD8,TN,-0.2105256372,-3.156310e-02,-1.056805e-01,-1.198015e-01,-2.516638e-01, 0.3000811359, 1.4329435322, 0.3874380949, 4091,12.508464
CY89FNA_G10_S274_comb, 11.988706442,-12.613742960,Mel89,Mel89,T.cell,TN,-0.2288185764, 3.943324e-03,-2.092456e-02,-2.398985e-01,-2.974278e-01, 1.2930360498,-0.1900930486, 0.2659462971, 3519,12.019225
CY88CD45POS_7_H05_S281_comb,  4.020320166, -4.075257458,Mel88,Mel88,T.cell,ICR,-0.1461510688,-7.512098e-02,-1.471595e-01,-2.781951e-01,-2.259783e-01, 0.6956551267, 0.0764986857, 0.8838066876, 5394,13.320028
Cy72_CD45_F05_S737_comb, -2.421475619,-21.874039867,Mel72,Mel72,T.CD4,ICR, 0.0126410465, 2.357499e-02,-4.890549e-02,-3.152294e-01,-2.522882e-01, 1.5692558899,-0.2959856689, 0.3741830839, 3077,11.808338
cy84_Primary_CD45_pos_B09_S405_comb, -9.421935620,-15.177914295,Mel84,Mel84,T.CD4,TN,-0.3238614286,-2.368079e-02,-4.777201e-02,-1.927680e-01,-3.843465e-01, 0.9331281322,-0.0714404936, 0.8724014161, 3629,11.737764
CY89A_CD45_POS_6_D04_S136_comb,  7.626252827, 10.143244274,Mel89,Mel89,T.CD8,TN,-0.1359535045,-8.542344e-02,-1.008694e-01,-3.262525e-01, 2.273469e-02,-0.6033242268,-0.0345248470,-0.1021423553, 6355,11.402240
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B03_S399_comb, -4.299985807, 33.744652788,Mel79,Mel79,T.CD8,TN,-0.7233056899,-1.172644e-01,-1.070726e-01,-2.945426e-01,-1.102774e-01,-0.4655077697, 0.9449079703, 0.8440711321, 3815,10.760877
CY88CD45POS_7_G05_S269_comb,  7.179523403,  9.981930333,Mel88,Mel88,T.CD4,ICR,-0.0153426186,-1.118668e-01,-8.234313e-02,-1.539716e-01,-1.912133e-01, 0.0834281435, 0.0925938446,-0.1146654951, 9469,12.281783
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B08_S212_comb, -2.429291581, 36.001667443,Mel79,Mel79,T.cell,TN,-0.8532504475,-1.082812e-01,-1.267684e-01,-3.882493e-01, 2.183743e-01,-0.3498303825, 1.3368403415, 0.7725329225, 4049,10.596860
cy60_1_cd_45_pos_3_C03_S315_comb,-18.380112350, 26.233329972,Mel60,Mel60,T.CD8,ICR,-0.7534275720,-7.076861e-02,-9.253200e-02,-2.055284e-01, 5.068591e-01, 0.0645144803, 1.9627659649, 0.4990443088, 3240,11.354293
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B02_S206_comb, -6.362595732, -9.432891978,Mel79,Mel79,T.CD4,TN,-0.5524971140,-8.773702e-03,-8.964561e-02,-3.860227e-01,-6.500318e-01, 1.1310406655, 0.3879172335, 0.8308358380, 2510, 9.879246
Cy74_CD45_D03_S423_comb,  0.319107118, -3.986136293,Mel74,Mel74,T.CD4,ICR,-0.3537252179,-1.826486e-02, 1.674977e-02,-3.597576e-01,-3.922114e-01, 0.5616240694,-0.2067705159, 0.4771114080, 2593,11.492804
cy72_CD45_pos_B02_S878_comb, -0.711999293,  2.070234199,Mel72,Mel72,T.CD8,ICR,-0.3385934733,-6.271862e-02,-5.078703e-03,-4.243164e-01,-1.059750e-01, 1.1622036168, 0.0214196717, 0.8999948987, 3891,11.490322
cy53_1_CD45_pos_2_B01_S973_comb, -8.880483051, 16.323898141,Mel53,Mel53,T.CD8,TN,-0.2686398001,-8.829047e-02,-1.882350e-02,-1.847738e-01, 7.543146e-01,-0.2051219125, 0.6801139843, 0.9476368879, 4895,12.171761
