Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17
NAME,X,Y,LABELS,tumor,cell.type,treatment,OE.B.cell,OE.CAF,OE.Endo.,OE.Macrophage,OE.NK,OE.T.CD4,OE.T.CD8,OE.T.cell,no.genes,log.no.reads
TYPE,numeric,numeric,group,group,group,group,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
MGH00478_CD45pos_2_S343, 15.428005510,-33.398041245,Mel478,Mel478,B.cell,TN, 2.0116595891, 1.272838e-03, 8.510383e-03, 5.348362e-02,-4.166381e-01,-0.2511951000,-0.4765028537,-0.8601891467, 4089,13.115109
MGH00478_CD45pos_1_S253,  5.455938461, -3.273804538,Mel478,Mel478,T.CD4,TN,-0.3330423443, 1.142401e-01, 1.325411e-02,-1.071517e-01, 3.038738e-01, 0.6647407299, 0.1029270599, 0.5079912351, 4052,13.354562
MGH00478_CD45pos_2_S301,  2.357727689, -5.923016557,Mel478,Mel478,T.CD4,TN,-0.1783450882,-2.123959e-02,-6.443718e-02,-1.902417e-01,-1.127535e-01, 0.6497372160, 0.2442728394, 0.5465460581, 4005,13.115935
cy126_CD45pos_2_S166,-32.784006611,  1.331039821,Mel126,Mel126,T.CD4,ICR,-0.2703374397,-6.216156e-03, 7.542875e-03,-1.147152e-01, 1.064285e+00, 0.2613593066,-0.4984884278, 0.0583860425, 4048,12.955969
MGH00478_CD45pos_1_S219,-26.810205610, 18.690787630,Mel478,Mel478,T.CD8,TN,-0.3416046530, 1.319629e-02, 1.105464e-02,-1.491764e-01, 5.387188e-01, 0.0755773494, 0.6297431618, 0.5205602663, 3876,13.142615
MGH00478_CD45pos_1_S248,-22.271901241,  4.669035710,Mel478,Mel478,T.CD8,TN,-0.3341431404, 4.792066e-02, 1.585031e-02,-3.277325e-02, 1.886138e-01,-0.6458920180, 0.5524197238, 0.5168081797, 4055,13.216944
cy126_CD45pos_2_S177,-13.206404303, 28.615733677,Mel126,Mel126,T.CD8,ICR,-0.6539023024,-8.446818e-03, 1.019351e-02,-1.075148e-01, 4.552958e-01,-0.2291822910, 1.5481050315, 0.6491446754, 4537,13.447952
MGH00478_CD45pos_2_S347,  9.051588613, -4.765239636,Mel478,Mel478,T.cell,TN,-0.2331381224,-2.761666e-02,-2.135574e-02,-2.647396e-01,-2.479958e-01, 0.0960659125,-0.0220230592,-0.0146815091, 4110,13.204680
cy126_CD45pos_1_S57,-31.393908900, 16.242782741,Mel126,Mel126,T.CD8,ICR,-0.4170813027, 6.407585e-02,-4.442745e-03,-1.639642e-01, 1.116959e+00,-0.4670948195, 0.8811064556, 0.7915426146, 4360,13.054746
MGH00478_CD45pos_1_S264,  0.585482728, -2.275797929,Mel478,Mel478,T.cell,TN, 0.1091584805, 5.295639e-02, 8.083538e-02,-1.606628e-01,-2.327348e-01, 0.7572986762, 0.1001602196, 0.2616815001, 3692,12.942784
cy126_CD45pos_1_S54, 21.780162400, 23.455939481,Mel126,Mel126,Macrophage,ICR,-0.6563982018,-9.761913e-02,-5.312308e-02, 2.300062e+00,-1.036624e+00,-0.9734847702,-1.3275835824,-1.7586162543, 5764,13.665254
cy126_CD45pos_2_S190,-21.257483840,  4.324840707,Mel126,Mel126,T.CD8,ICR,-0.2028593561, 6.496735e-02,-1.513114e-02,-1.807038e-01, 4.476552e-01, 0.2746071738, 0.4254946314, 0.7329892114, 3129,12.573597
MGH00478_CD45pos_2_S308, 18.971124631,-36.335316062,Mel478,Mel478,B.cell,TN, 2.2840021854, 8.037323e-03,-6.788758e-03, 1.987918e-01,-4.835969e-01,-0.6159635189,-0.7466324512,-0.9713374639, 4241,13.260432
MGH00478_CD45pos_1_S205, -0.787913259,-11.491921629,Mel478,Mel478,T.CD4,TN, 0.0223400239, 3.811012e-02, 1.341671e-02,-1.495037e-01,-1.318212e-01, 1.0427054289,-0.3533815261, 0.2030623364, 3688,12.771949
MGH00478_CD45pos_2_S310, -8.367269182,  7.370145429,Mel478,Mel478,T.CD8,TN,-0.2528553885,-2.805460e-02, 1.801055e-02,-2.328857e-02, 2.317628e-01, 0.6875609076, 1.3004983899, 0.7567290370, 3978,12.983896
cy126_CD45pos_1_S31,  5.217537729,  0.349082917,Mel126,Mel126,T.CD4,ICR,-0.1980693287,-1.910692e-02,-2.592018e-02,-2.312693e-02,-5.347798e-01, 1.4185724638,-0.2067745944, 0.4642115521, 4340,12.877462
MGH00478_CD45pos_2_S354,  5.433508201,-30.175308713,Mel478,Mel478,B.cell,TN, 1.3789918203, 1.358690e-01, 7.840165e-02,-3.443278e-02,-5.161342e-01,-0.7393981414,-0.9017152695,-1.0137058498, 3689,13.196093
cy126_CD45pos_1_S39, 15.365937315,  4.106689406,Mel126,Mel126,T.CD4,ICR,-0.2271880701,-5.973220e-02,-4.439191e-02,-2.575037e-02, 3.754475e-02, 1.0455955489,-0.5670958810, 0.6171519505, 5201,13.835034
MGH00478_CD45pos_2_S349, 15.382177746,-22.561441707,Mel478,Mel478,B.cell,TN, 1.7489606322,-3.149068e-02,-3.323935e-03,-1.704682e-02, 4.075917e-01,-0.3844215613, 0.2921596229, 0.0061475484, 4467,13.332279
MGH00478_CD45pos_1_S206, 12.267577432,  1.829035892,Mel478,Mel478,T.CD4,TN,-0.2164699475,-6.446715e-03,-2.183472e-02,-1.243200e-01,-3.430982e-01, 0.8574259503,-0.1048345401, 0.8291247978, 4476,13.277718
MGH00478_CD45pos_1_S200, -9.475347951,-13.470816832,Mel478,Mel478,T.CD4,TN,-0.0747630244, 1.200657e-02, 7.298649e-02,-1.552849e-01, 9.238858e-02, 1.2511701804,-0.6138600060, 0.2763185020, 3517,12.445888
cy126_CD45pos_1_S6,-37.657107388, -2.863510871,Mel126,Mel126,T.CD8,ICR,-0.4569426274,-3.104609e-02,-8.285588e-02,-1.732226e-01, 1.441085e+00,-0.4310280934,-0.0204720088, 0.5047920149, 4285,13.219118
MGH00478_CD45pos_1_S268, -3.508693309, 36.080327968,Mel478,Mel478,T.CD8,TN,-0.5505722724,-5.588958e-02,-9.421507e-02,-1.655675e-01, 3.138952e-01,-0.4939944757, 1.0564742071, 0.3909178602, 4935,13.646005
MGH00478_CD45pos_2_S370,-26.866217883, -0.245183846,Mel478,Mel478,T.CD8,TN,-0.0020650171, 8.800974e-03,-2.971664e-02,-1.294478e-01, 4.719566e-01,-0.3743543409, 0.4281297532, 0.8902542268, 3522,12.864799
MGH00478_CD45pos_1_S261, 19.753814983,-29.311177947,Mel478,Mel478,B.cell,TN, 1.8062247889, 3.082084e-03, 2.922667e-02, 1.908460e-01,-4.522540e-01,-0.3500339567,-0.6065927356,-0.8886247978, 3795,13.108066
MGH00478_CD45pos_2_S364,-14.113171540, 32.765011661,Mel478,Mel478,T.CD8,TN,-0.5115944458,-1.315584e-02,-4.648542e-02,-7.248881e-02, 1.255657e+00,-0.2258800089, 1.6238424697, 0.7834248940, 4132,13.316834
cy126_CD45pos_2_S185,-38.143454554, -8.450671467,Mel126,Mel126,T.CD8,ICR,-0.6125596586,-1.678712e-02,-2.429908e-02,-1.002224e-01, 1.734683e+00,-0.5211448745,-0.2685481881, 0.1519902089, 4824,13.385669
cy126_CD45pos_1_S62,  7.782463667, -1.023338626,Mel126,Mel126,T.CD4,ICR,-0.3124450930,-4.251715e-02, 3.652675e-02,-3.296041e-02,-7.249025e-02, 0.6896849361, 0.3717599644, 0.8834360304, 4618,13.191813
MGH00478_CD45pos_2_S380, -0.682224263,-16.414902209,Mel478,Mel478,T.cell,TN,-0.2531297500, 7.241616e-02,-2.782668e-02,-1.279889e-01, 3.006904e-02, 0.7483784921, 0.0420933250, 0.1021776693, 3416,12.998837
MGH00478_CD45pos_1_S224, 14.801912989,  3.890101592,Mel478,Mel478,T.CD4,TN,-0.5104804338,-1.901143e-02,-7.264300e-02,-5.096508e-02, 1.952148e-01, 1.0211764657,-0.0547759434, 0.5924308024, 4479,13.318346
cy126_CD45pos_1_S53, 20.344758061, 20.921125674,Mel126,Mel126,Macrophage,ICR,-0.7691033501,-9.349732e-02,-2.498538e-02, 2.162812e+00,-1.068921e+00,-0.9545604314,-1.8514092532,-1.9187845239, 4481,11.491600
cy126_CD45pos_1_S25, -7.015374460,  1.417901623,Mel126,Mel126,T.cell,ICR,-0.2690688243, 6.198488e-02, 9.231704e-03,-1.002197e-01, 7.172490e-01,-0.3057248929, 0.1781328807, 1.0246983180, 3741,13.366061
MGH00478_CD45pos_1_S194, 28.533779855,-18.076339749,Mel478,Mel478,T.cell,TN, 0.2789536318,-5.032027e-02,-6.345098e-02,-2.325790e-01,-1.077433e+00,-0.9750243927,-1.1396453747,-1.4415889345, 5998,13.545760
MGH00478_CD45pos_1_S245, 17.241445164, -0.684682986,Mel478,Mel478,T.cell,TN,-0.3220170079, 1.270578e-02, 2.141693e-02,-2.168977e-01,-3.386652e-01, 0.8911598750, 0.2380556758,-0.0603175705, 4613,13.599461
MGH00478_CD45pos_2_S330,-12.477569406,-12.339315109,Mel478,Mel478,T.CD8,TN, 0.0267374681, 8.686643e-02, 6.637087e-02,-2.278047e-02, 7.797858e-01,-0.0850276484, 0.0994262307, 0.0660170609, 2555,12.864432
MGH00478_CD45pos_1_S249, 21.685966797,-31.125510459,Mel478,Mel478,B.cell,TN, 1.4897523678, 6.597692e-02,-2.886013e-02, 1.272037e-01,-4.103508e-01,-0.6950038927,-0.4593399671,-0.6611100835, 3887,13.198435
cy126_CD45pos_2_S132,-12.072996497,  0.651827899,Mel126,Mel126,T.CD8,ICR,-0.2989116665,-1.032944e-02,-7.254792e-02,-1.411407e-01, 4.257945e-01, 0.5698656457, 0.4220812094, 0.8576770797, 4182,13.231833
MGH00478_CD45pos_1_S265,-35.800713663,  7.907181505,Mel478,Mel478,T.CD8,TN,-0.3847334357, 5.075842e-03,-3.185587e-02,-4.702177e-02, 1.509181e+00,-0.5853123758, 0.0454078985, 0.4983539459, 3799,13.091098
MGH00478_CD45pos_2_S315,-19.230775719, -3.511099344,Mel478,Mel478,T.CD8,TN,-0.0909857627, 6.867756e-02, 1.700284e-03,-1.594905e-02, 5.147129e-01, 0.2657779960, 1.0018242263, 0.3525112842, 3365,13.051649
MGH00478_CD45pos_1_S227,  4.221847165,-32.615899448,Mel478,Mel478,B.cell,TN, 1.3243985305, 2.425455e-02,-1.405641e-02, 8.837197e-02,-4.813728e-01,-0.3234774041,-0.8335175144,-0.7632621703, 3798,12.948646
MGH00478_CD45pos_1_S212,-29.091845905, 17.552381664,Mel478,Mel478,T.CD8,TN,-0.3418063714, 2.055289e-03, 4.209541e-02,-2.527706e-02, 1.279857e+00,-0.5213828726, 0.4349245871, 0.5909639967, 3924,13.295774
cy126_CD45pos_1_S75,  5.682382497,-15.124557998,Mel126,Mel126,T.cell,ICR,-0.1541590512,-2.549368e-02, 7.803604e-03,-2.257476e-01, 3.757243e-02, 0.9054080854,-0.2348322649, 0.2754508397, 2918,11.058921
MGH00478_CD45pos_1_S252,-10.240744963,  0.962781845,Mel478,Mel478,T.CD8,TN,-0.4515157258,-1.071630e-02, 6.121362e-02,-1.995159e-01, 2.319172e-01, 0.1357693820,-0.3185896902, 0.2709147710, 4506,13.439034
MGH00478_CD45pos_2_S381, 15.380384129,-22.485897665,Mel478,Mel478,B.cell,TN, 1.2130911202, 5.849622e-02,-9.828760e-03,-3.998816e-02, 3.569080e-01,-0.5022966037, 0.2366372239,-0.2820678187, 4182,13.273899
cy126_CD45pos_1_S86,-38.628026845, -7.413130455,Mel126,Mel126,T.CD8,ICR,-0.3977453176, 2.252550e-02,-5.910180e-02,-2.703491e-01, 2.142745e+00,-0.2568321252,-0.3449247335, 0.5271783237, 4089,12.914562
cy126_CD45pos_1_S49, -4.498921573, -3.386434399,Mel126,Mel126,T.CD4,ICR,-0.4726256758,-3.261099e-02,-1.044563e-02,-1.446938e-01, 7.659517e-01, 0.3513860361,-0.0490897749, 0.8136706029, 4281,13.662512
MGH00478_CD45pos_1_S258, -2.114320102,  1.033103336,Mel478,Mel478,T.CD4,TN,-0.4567042652, 2.082614e-02,-5.295613e-02,-2.533543e-02,-1.413967e-02, 0.0711026233,-0.9936214988, 0.0558631152, 3931,13.237551
MGH00478_CD45pos_1_S226,-10.031643721, 35.746796126,Mel478,Mel478,T.CD8,TN,-0.3845503330,-4.853134e-04, 2.370237e-02,-1.803486e-01, 1.260803e+00, 0.2914736069, 1.9853622103, 1.5360561482, 4926,13.344391
MGH00478_CD45pos_1_S223, 15.230404265,  1.189632590,Mel478,Mel478,T.cell,TN,-0.2953499363,-1.045810e-02,-6.231887e-03,-2.149539e-01,-2.962035e-01, 0.7776079277,-0.4784491710, 0.3884302128, 4967,13.560738
cy126_CD45pos_2_S183,-23.094068817, 24.158467365,Mel126,Mel126,T.CD8,ICR,-0.5567324933,-1.461671e-02,-3.584832e-02,-2.415987e-01, 5.270417e-01,-0.6600945708, 0.3890070564, 0.5110557658, 4108,13.510313
cy126_CD45pos_1_S56,-15.995769046, 11.351328454,Mel126,Mel126,T.CD8,ICR,-0.4248587485, 1.778340e-02, 3.843594e-02,-1.512845e-01, 3.439374e-01, 0.1916529784, 0.9984438332, 0.7205871693, 4086,13.027200
MGH00478_CD45pos_2_S302,  0.304212768,-37.642783879,Mel478,Mel478,B.cell,TN, 1.0252678815, 7.398259e-02, 1.100891e-02, 1.078779e-01,-1.975812e-01,-0.4113024284,-0.1198448530,-0.7069715202, 3125,13.109874
cy126_CD45pos_2_S191, 23.248489784, 15.360713959,Mel126,Mel126,Macrophage,ICR,-0.8980364998,-3.327437e-02,-9.328927e-02, 1.976536e+00,-8.740857e-01,-1.0776651138,-1.7880647157,-2.1890544541, 5438,13.885837
cy126_CD45pos_1_S23,-22.642774175, 15.985022310,Mel126,Mel126,T.CD8,ICR,-0.2794520791,-2.139685e-02,-1.272018e-01,-2.951884e-01, 8.582485e-02, 0.1070971664, 1.1593580179, 1.2433966739, 4632,13.120654
cy126_CD45pos_2_S135, 29.755741286, 15.187435597,Mel126,Mel126,Macrophage,ICR,-0.3047818443, 1.596344e-01,-2.652590e-02, 1.783359e+00,-6.343464e-01,-0.7033220317,-1.2548542136,-1.5765246513, 4440,14.246273
cy126_CD45pos_2_S97, 20.263913987, 15.697511051,Mel126,Mel126,Macrophage,ICR,-0.6010297991,-9.375325e-02,-1.782130e-01, 1.036901e+00, 7.247070e-01,-0.8079745426, 0.0071388799,-0.2515401099, 5879,14.167091
cy126_CD45pos_1_S93, 17.807959830,-25.637392476,Mel126,Mel126,B.cell,ICR, 1.7589741275,-1.986865e-02,-5.737950e-02, 1.594641e-02,-6.796234e-01,-0.7301931386,-0.8281955402,-1.3020311136, 4721,13.135830
MGH00478_CD45pos_2_S358, 15.073036298,-38.173783763,Mel478,Mel478,B.cell,TN, 1.6393091981, 7.127423e-02, 1.297981e-02, 5.379081e-02,-3.057995e-01,-0.6579657747,-0.5405027476,-0.8748621318, 3126,12.920837
cy126_CD45pos_1_S67,-27.780385786,  1.212331538,Mel126,Mel126,T.CD8,ICR,-0.3476297807,-3.778141e-02,-1.614078e-02,-2.117184e-01, 3.845248e-01, 0.8456014830, 0.4606787970, 0.9069343918, 4570,13.143845
cy126_CD45pos_2_S139, 25.916361991, 13.775723460,Mel126,Mel126,Macrophage,ICR,-0.5510059853, 3.824698e-02,-5.969268e-02, 1.590933e+00,-5.227132e-01,-0.8395603599,-1.4420696259,-1.5012046903, 4987,13.863010
MGH00478_CD45pos_1_S272,  5.014492205, -7.752809254,Mel478,Mel478,T.CD4,TN,-0.4065741751,-1.843098e-03, 2.773562e-02,-1.108670e-01,-1.165420e-02, 1.0287358486,-0.7444682247, 0.4134378437, 3856,13.054061
MGH00478_CD45pos_1_S278,  5.220442083, -1.386869637,Mel478,Mel478,T.CD4,TN,-0.4712691943, 2.156013e-02,-3.749400e-03,-1.629019e-01,-2.186167e-01, 0.7398484628,-0.2872207318, 0.5403190608, 4333,13.388913
MGH00478_CD45pos_2_S322,-39.686137783, -7.865744430,Mel478,Mel478,T.CD8,TN,-0.2031450205, 5.130680e-02, 3.953771e-02,-3.654643e-02, 1.884660e+00,-0.6512200868,-0.1844623184, 0.4127290095, 3688,13.215407
cy126_CD45pos_1_S90,-34.414820473, 17.586274366,Mel126,Mel126,T.CD8,ICR,-0.4161388838,-1.188619e-02,-2.987387e-02,-1.064704e-01, 1.407769e+00,-0.5245001763,-0.0456606561, 0.7531302120, 4503,13.034207
cy126_CD45pos_2_S148, 21.608079959, 15.276044368,Mel126,Mel126,Macrophage,ICR,-0.5540831771,-9.680285e-02,-8.476927e-02, 1.497361e+00,-1.054732e+00,-1.2454784486,-1.5890076762,-1.8898852891, 4176,12.312876
cy126_CD45pos_2_S119,-19.821677424, 24.361704831,Mel126,Mel126,T.CD8,ICR,-0.5171831312, 1.592679e-02, 4.080866e-03,-2.872502e-02, 8.475873e-01,-0.0471293459, 2.1202327844, 1.0133823506, 3479,12.764834
MGH00478_CD45pos_1_S237, -9.689589711,  5.450591564,Mel478,Mel478,T.CD8,TN,-0.2801645281,-9.293912e-03, 3.042411e-03,-1.038956e-01,-3.589278e-02, 0.3283902385, 0.9959582253, 0.5771970656, 3740,12.958217
MGH00478_CD45pos_2_S345,  5.427809491, -4.936775567,Mel478,Mel478,T.cell,TN, 0.0036492794, 1.219659e-02,-1.031572e-02,-1.521055e-01,-5.384302e-01, 0.5173016040,-0.5827940155, 0.4031159441, 3867,13.100469
MGH00478_CD45pos_1_S285,-29.362981295, 15.083860924,Mel478,Mel478,T.CD8,TN,-0.5215945132,-3.496609e-02,-4.397991e-02,-9.743731e-02, 8.252860e-01,-0.3777883047, 0.4883797805, 0.6985654970, 3975,13.245941
cy126_CD45pos_1_S59,  5.423047069, -7.864947893,Mel126,Mel126,T.CD4,ICR, 0.0680907414, 3.410385e-02,-1.598266e-02,-1.830161e-01, 2.895421e-01, 0.5613166799,-0.1972630912, 0.1641348304, 4381,13.146416
MGH00478_CD45pos_1_S255, -4.309007901,  1.756285278,Mel478,Mel478,T.cell,TN,-0.1094315944, 5.080419e-02, 3.529725e-02,-8.846885e-02, 2.127686e-01, 0.5903834082, 0.2953955707, 0.9933148304, 3500,12.937777
MGH00478_CD45pos_1_S197,  9.799040241, -3.093774988,Mel478,Mel478,T.CD4,TN,-0.2352146518, 3.943027e-02, 7.152038e-03,-1.478743e-01,-1.733647e-01, 1.0992709665,-0.3080336009, 0.1070914852, 4207,13.444967
cy126_CD45pos_2_S100,-20.848528116, 29.660881009,Mel126,Mel126,T.CD8,ICR,-0.3277839149,-5.486902e-03,-2.828314e-02,-2.203246e-01, 6.599120e-01, 0.2399665726, 1.4016389894, 1.0584225817, 4022,12.985778
MGH00478_CD45pos_2_S306,-12.642696632,-17.868039174,Mel478,Mel478,T.CD4,TN,-0.3671510402, 5.753050e-02,-5.166583e-02,-1.639765e-01,-1.484348e-01, 0.9763163529, 0.2429241798, 0.1736393851, 3341,12.939039
cy126_CD45pos_2_S108, -1.651550857, 27.820014662,Mel126,Mel126,T.CD8,ICR,-0.5493252737,-6.386521e-02,-5.845514e-02,-2.888912e-02, 2.957792e-01,-0.4941747127, 1.3883114234, 0.6941747038, 4496,13.228707
MGH00478_CD45pos_1_S208, 11.436488456,-43.905105281,Mel478,Mel478,B.cell,TN, 2.1927685176,-3.346921e-02,-3.189102e-03, 1.728851e-01,-4.428665e-01,-0.5734526504,-0.6672104014,-0.8756936057, 3845,12.980078
MGH00478_CD45pos_2_S359,-38.497031354, -6.961890581,Mel478,Mel478,T.CD8,TN,-0.1243754638, 4.521696e-02, 2.077543e-02,-1.922462e-02, 2.314743e+00,-0.4269517394, 0.2285625200,-0.0859486447, 3848,13.448918
cy126_CD45pos_1_S81,-36.490627242, -5.285850082,Mel126,Mel126,T.CD8,ICR,-0.2942975695,-4.380187e-04,-4.065524e-02,-2.121643e-01, 2.018722e+00,-0.3194436792,-0.5437647513, 0.4013788720, 4175,13.095140
MGH00478_CD45pos_1_S209, -9.184851284,  6.418216345,Mel478,Mel478,T.CD4,TN,-0.1826378241, 2.274273e-02,-9.410335e-02,-2.556027e-01,-2.254658e-01, 0.4772637017, 0.5611801878, 0.7810095607, 4492,13.429482
MGH00478_CD45pos_1_S274,-22.612188166, -2.769837153,Mel478,Mel478,NK,TN,-0.3671439626, 8.187362e-03, 5.603459e-02,-2.109239e-01, 3.824248e-01, 0.4101169132, 0.2257876887, 0.9074872169, 3983,13.116013
MGH00478_CD45pos_2_S372, -9.937492847,-16.311212385,Mel478,Mel478,T.cell,TN, 0.1339465297,-2.944640e-02,-1.777162e-02,-1.570528e-01,-1.977301e-01, 0.3224228316, 0.0451946024, 0.7968230950, 3792,12.729599
MGH00478_CD45pos_1_S238,  5.312703038,-13.497346420,Mel478,Mel478,T.cell,TN,-0.2845133516, 1.294866e-02, 4.462574e-02,-1.810565e-01, 1.947625e-01, 0.7729891612,-0.2523585692, 0.0618095743, 3838,12.952848
cy126_CD45pos_2_S178,-16.157979991,-12.490672729,Mel126,Mel126,T.cell,ICR,-0.2723698786, 5.238480e-02, 1.429113e-01,-1.186143e-01, 1.418836e-01, 0.4980444316,-0.4121061865, 0.2749841638, 3649,13.225214
cy126_CD45pos_2_S112, 10.980305636,-12.362686004,Mel126,Mel126,T.CD4,ICR,-0.1734926575, 3.208777e-02,-4.527004e-02,-2.110294e-01, 1.327387e-01, 0.8138772829,-0.2782783134, 0.0427745457, 3953,12.786348
cy126_CD45pos_2_S184,-38.155303764,-10.755331852,Mel126,Mel126,T.CD8,ICR,-0.5748080827, 3.673537e-02,-1.151566e-02,-1.797906e-01, 1.547778e+00,-0.2998317593,-0.6062488595, 0.2356686798, 4191,13.415464
cy126_CD45pos_2_S182,-37.538073107,-10.824100949,Mel126,Mel126,T.CD8,ICR,-0.3092348542, 6.652861e-03,-5.688467e-02,-1.626503e-01, 2.434369e+00,-0.9305550679,-0.6943148326,-0.1326808507, 4479,13.362855
cy126_CD45pos_1_S17, 30.258801673, 13.993350243,Mel126,Mel126,Macrophage,ICR,-0.4737630451,-3.717471e-02,-4.584614e-02, 1.947596e+00,-8.056254e-01,-0.8706127667,-1.3134576980,-1.6629648644, 5380,13.465322
cy126_CD45pos_2_S144,-14.472140327, 32.655419421,Mel126,Mel126,T.CD8,ICR,-0.5001291077, 2.252045e-03,-3.263248e-02,-1.459305e-01, 9.587440e-01,-0.3010147986, 0.8786421076, 0.4976423332, 4102,13.306339
cy126_CD45pos_2_S160,-30.407421079, 14.967143969,Mel126,Mel126,T.CD8,ICR,-0.5789489877,-1.505247e-02,-3.275779e-02,-2.524111e-01, 3.424464e-01,-0.5982240513, 0.5538966590, 0.7491612454, 4556,13.487953
cy126_CD45pos_2_S187,-24.523861639, 18.621810097,Mel126,Mel126,T.CD8,ICR,-0.2530101291, 8.440701e-02,-4.672449e-02,-9.635005e-02, 1.437385e+00,-0.5754961580, 1.5474138107, 0.5964702982, 4098,13.117815
MGH00478_CD45pos_2_S303,-17.767338618, -6.559203173,Mel478,Mel478,T.CD8,TN, 0.1531480123, 7.923011e-02, 1.052010e-02, 6.422458e-02, 3.120895e-02, 0.0536720044, 0.4658547505, 0.3528975394, 3163,12.997865
MGH00478_CD45pos_1_S213,-10.454603036, 16.653870767,Mel478,Mel478,T.CD8,TN,-0.3759648034, 1.012671e-02,-6.307651e-04,-8.880525e-02, 2.135483e-01, 0.1558314406, 0.7847541063, 0.8248050656, 3787,12.966477
cy126_CD45pos_2_S174,-37.875698679, -9.646172939,Mel126,Mel126,T.CD8,ICR,-0.5902740112,-3.641176e-02,-4.489610e-02,-2.228163e-01, 2.578835e+00,-0.7657912190,-0.6518748505, 0.3082710368, 4979,13.258679
MGH00478_CD45pos_2_S361, 20.774561230,-28.594573948,Mel478,Mel478,B.cell,TN, 1.7546652900, 1.454577e-02, 5.548416e-02, 1.322854e-01,-5.440927e-01,-0.6465434824,-0.8576419895,-0.8798912198, 3721,13.352351
cy126_CD45pos_1_S92,-15.328576886, -0.278403519,Mel126,Mel126,T.CD8,ICR,-0.4251324777,-2.792726e-02,-4.882555e-02,-3.396226e-01, 4.984882e-01, 0.1300468620, 0.1572400485, 0.6667997405, 4250,13.025099
MGH00478_CD45pos_2_S307, -7.868095104,-15.160139279,Mel478,Mel478,T.cell,TN, 0.2023767640, 7.293904e-02, 8.280689e-02,-1.519159e-01, 8.639164e-02,-0.0183377239, 0.1254121594, 0.3670363122, 2824,13.073129
MGH00478_CD45pos_1_S266,-16.901405608,  4.209662006,Mel478,Mel478,T.CD8,TN,-0.2498031455, 1.998356e-02, 3.664695e-02,-1.295766e-01, 2.535525e-01,-0.2371234378, 0.5213372894, 0.4093699323, 4059,13.060807
MGH00478_CD45pos_2_S326, 16.961461179,-27.430098616,Mel478,Mel478,B.cell,TN, 1.4153990589,-3.711573e-02,-4.160434e-03, 1.021466e-01,-3.770954e-01,-0.3524314986,-0.8960728131,-0.8185668746, 4247,13.171176
cy126_CD45pos_2_S170,-26.704879332,  9.753634791,Mel126,Mel126,T.CD8,ICR,-0.5122329766,-2.708383e-02,-1.123902e-01,-3.874284e-02, 2.740510e-01, 0.0744098601, 0.5477337829, 0.7152915084, 4236,13.237774
cy126_CD45pos_2_S120, -5.349962345,-20.722259042,Mel126,Mel126,T.cell,ICR, 0.0717859102, 8.469885e-02, 4.861702e-02,-1.526141e-01, 9.633085e-02, 0.3656614674,-0.4602906593,-0.2048556112, 3036,13.793303
MGH00478_CD45pos_2_S329,  7.188277346,-15.866404658,Mel478,Mel478,T.CD4,TN,-0.1960505215, 1.806145e-02, 6.137989e-03,-1.984805e-01, 7.666963e-03, 1.4262484679,-0.1579047410, 0.4170665037, 4200,13.330098
cy126_CD45pos_1_S36, -3.833939100, -4.484841965,Mel126,Mel126,T.CD4,ICR,-0.2173082617,-9.751390e-03,-6.132163e-02,-1.300709e-01, 3.819494e-01, 0.7202514511,-0.4216741352, 0.6518015024, 4104,12.944447
MGH00478_CD45pos_1_S276, -9.012854630,  6.267227197,Mel478,Mel478,T.CD8,TN,-0.3043664860, 1.531393e-02, 1.700140e-02,-5.046314e-02,-2.163131e-01, 0.0659271382, 0.9588582026, 0.0344992534, 4164,13.172100
cy126_CD45pos_1_S48,-14.006794983, 27.112376896,Mel126,Mel126,T.CD8,ICR,-0.6241063327,-5.090210e-02,-3.756749e-02,-2.366284e-01, 8.076071e-03,-0.1478237981, 1.6862627476, 0.6708990916, 4830,13.404723
cy126_CD45pos_2_S176, 23.167002842, 19.085620382,Mel126,Mel126,Macrophage,ICR,-0.4063577710, 1.349064e-02, 1.787370e-02, 1.408902e+00,-6.927649e-01,-0.8947156991,-1.3115084305,-1.6911597885, 2342,13.857801
MGH00478_CD45pos_1_S243,  3.236433468, -0.727319528,Mel478,Mel478,T.CD4,TN,-0.1088673125, 3.161568e-02, 8.554533e-02,-1.391795e-01,-3.686829e-01, 1.2467895090, 0.4811009315, 0.0912617646, 3810,13.140017
MGH00478_CD45pos_1_S262,  1.655027030,-17.904971361,Mel478,Mel478,T.CD4,TN,-0.0577065369, 1.216249e-02, 1.125176e-02,-2.335561e-01,-4.797368e-02, 1.3441714017,-0.2784182089, 0.3696963683, 3955,13.112559
MGH00478_CD45pos_1_S198,-35.317061824,  7.657747322,Mel478,Mel478,T.CD8,TN,-0.5052097344, 1.137652e-02, 3.869050e-02,-2.518162e-01, 1.475296e+00,-0.5163866546, 0.2134735676, 0.5130137995, 4053,13.123361
cy126_CD45pos_1_S35,-23.034641549,  8.579795768,Mel126,Mel126,T.CD8,ICR,-0.3876098432,-1.680044e-02,-3.527517e-02,-2.273718e-01, 3.707921e-01,-0.1390886215, 0.7278595954, 0.9349851745, 4497,13.180125
