Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
NAME,X,Y,LABELS,tumor,treatment,Immune_resistance,Immune_resistance.up,Immune_resistance.down,OE.Immune_resistance,OE.Immune_resistance.up,OE.Immune_resistance.down,no.genes,log.no.reads
TYPE,numeric,numeric,group,group,group,group,group,group,numeric,numeric,numeric,numeric,numeric
cy102_CD45neg_CD90neg_S5,-35.04284385, -0.20591748,Mel102,Mel102,ICR,high,high,low, 1.905088105, 0.918058446,-0.9870296585, 3701,13.542315
cy102_CD45neg_CD90neg_S59,-26.03357653,  4.13797801,Mel102,Mel102,ICR,high,high,low, 2.276702872, 1.055894602,-1.2208082707, 7765,13.697244
cy102_CD45neg_CD90neg_S77,-26.40302817,  7.12720180,Mel102,Mel102,ICR,high,high,low, 1.082612449, 0.478243745,-0.6043687042, 7259,13.617124
cy102_CD45neg_CD90neg_S37,-23.61445335,  3.76614385,Mel102,Mel102,ICR,high,high,low, 1.673937112, 0.790839202,-0.8830979097, 5741,13.455106
cy103_CD45neg_CD90neg_S105, -3.70193438,-20.25068951,Mel103,Mel103,TN,low,low,high,-0.181199288,-0.240857898,-0.0596586092, 2788,12.897173
cy103_CD45neg_CD90neg_S151, -5.51948283,-19.97220096,Mel103,Mel103,TN,low,high,high, 0.110690681, 0.147699016, 0.0370083350, 4769,13.996120
cy102_CD45neg_CD90neg_S79,-26.18170193,  5.70393789,Mel102,Mel102,ICR,high,high,low, 1.729193877, 0.883431598,-0.8457622792, 7516,13.684790
cy110_CD45neg_CD90neg_S288, -4.66266470, 21.25151291,Mel110,Mel110,ICR,high,high,low, 0.741240461, 0.159105414,-0.5821350465, 4914,14.050456
cy103_CD45neg_CD90neg_S143, -1.86241584,-19.40462961,Mel103,Mel103,TN,high,high,low, 0.341385119, 0.131387066,-0.2099980528, 1954,12.204987
cy102_CD45neg_CD90neg_S85,-28.90579701,  6.32464737,Mel102,Mel102,ICR,high,high,low, 1.503834084, 0.586327973,-0.9175061114, 5943,13.777931
cy103_CD45neg_CD90neg_S179, -0.99497693, -9.10579818,Mel103,Mel103,TN,low,low,high,-1.017335606,-0.551788095, 0.4655475108, 5490,13.430260
cy102_CD45neg_CD90neg_S86,-26.67643987,  3.93077401,Mel102,Mel102,ICR,high,high,low, 2.429601751, 1.135855294,-1.2937464570, 7878,13.720466
cy102_CD45neg_CD90neg_S47,-22.70976169,  3.30174711,Mel102,Mel102,ICR,high,high,low, 1.545762279, 0.651784794,-0.8939774848, 7278,13.575371
cy102_CD45neg_CD90neg_S18,-25.64479527,  4.29089482,Mel102,Mel102,ICR,high,high,low, 2.118000618, 1.046302088,-1.0716985301, 7159,13.535940
cy110_CD45neg_CD90neg_S271, -5.23756413, 27.89255944,Mel110,Mel110,ICR,high,high,low, 2.375076493, 1.268502069,-1.1065744234, 3125,14.210444
cy103_CD45neg_CD90neg_S186, -0.05713788,-16.50667371,Mel103,Mel103,TN,low,low,low,-0.017742506,-0.157304179,-0.1395616734, 4551,13.302860
cy102_CD45neg_CD90neg_S45,-23.57332010,  6.78086686,Mel102,Mel102,ICR,high,high,low, 1.657168169, 0.850019954,-0.8071482150, 8001,13.551566
cy102_CD45neg_CD90neg_S42,-23.87008247,  4.68002981,Mel102,Mel102,ICR,high,high,low, 2.315084660, 1.161489097,-1.1535955637, 7645,13.609878
cy110_CD45neg_CD90neg_S243, -7.46906213, 23.34054091,Mel110,Mel110,ICR,high,high,low, 2.045923283, 0.760068725,-1.2858545572, 9821,14.452004
cy102_CD45neg_CD90neg_S89,-27.19593622,  5.50176274,Mel102,Mel102,ICR,high,high,low, 1.847386843, 0.762483362,-1.0849034809, 7661,13.868835
cy102_CD45neg_CD90neg_S16,-22.72388004,  7.74122750,Mel102,Mel102,ICR,high,high,low, 1.225747996, 0.561753654,-0.6639943422, 6030,13.492740
cy102_CD45neg_CD90neg_S71,-20.48874705,  3.90840343,Mel102,Mel102,ICR,high,high,low, 1.453283882, 0.910605488,-0.5426783933, 6465,13.307725
cy110_CD45neg_CD90neg_S226, -5.29184231, 21.60466396,Mel110,Mel110,ICR,high,high,low, 2.285380828, 1.095843257,-1.1895375707, 8118,14.310015
cy103_CD45neg_CD90neg_S110, -2.69952183, -7.18322388,Mel103,Mel103,TN,low,low,high,-0.168650597,-0.266695494,-0.0980448967, 8832,14.165822
cy103_CD45neg_CD90neg_S155, -0.80509754,-16.05689933,Mel103,Mel103,TN,low,high,high,-0.080625189, 0.084146478, 0.1647716675, 4306,13.072927
cy110_CD45neg_CD90neg_S225, -5.51636852, 23.65435428,Mel110,Mel110,ICR,high,high,low, 2.019895891, 0.928057696,-1.0918381948,10190,14.052381
cy102_CD45neg_CD90neg_S72,-25.39219397,  7.21019073,Mel102,Mel102,ICR,high,high,low, 1.604235905, 0.833029057,-0.7712068473, 7323,13.730699
cy102_CD45neg_CD90neg_S26,-21.07099995,  6.98195667,Mel102,Mel102,ICR,high,high,low, 0.943045866, 0.296104832,-0.6469410345, 5865,13.633499
cy102_CD45neg_CD90neg_S50,-21.35100805,  9.82893682,Mel102,Mel102,ICR,high,high,low, 1.295597878, 1.018450374,-0.2771475037, 5076,13.531155
cy110_CD45neg_CD90neg_S212, -5.47605678, 23.61122638,Mel110,Mel110,ICR,high,high,low, 1.904020737, 0.850407481,-1.0536132556, 8657,12.239324
cy103_CD45neg_CD90neg_S127, -3.37201284,-20.41119408,Mel103,Mel103,TN,high,high,low, 0.562680537, 0.308720605,-0.2539599317, 3223,13.343474
cy102_CD45neg_CD90neg_S14,-23.32720673,  9.94030470,Mel102,Mel102,ICR,high,high,low, 1.912743259, 0.775723535,-1.1370197242, 7103,13.530792
cy103_CD45neg_CD90neg_S107, -0.61031461,-13.08662599,Mel103,Mel103,TN,low,low,high,-0.261977517,-0.064589153, 0.1973883635, 5012,13.650185
cy103_CD45neg_CD90neg_S101, -1.21911296, -8.76886615,Mel103,Mel103,TN,low,low,high,-0.512973517,-0.328821522, 0.1841519955, 5509,12.924851
cy103_CD45neg_CD90neg_S183,  0.24892988,-13.50342364,Mel103,Mel103,TN,high,high,low, 0.619248773, 0.363670491,-0.2555782817, 6923,13.966973
cy103_CD45neg_CD90neg_S129,  2.01935066,-10.09037270,Mel103,Mel103,TN,low,low,high,-0.053898898,-0.029027311, 0.0248715869, 4956,12.843305
cy102_CD45neg_CD90neg_S21,-22.07017776,  3.31210094,Mel102,Mel102,ICR,high,high,low, 1.847994903, 0.862742330,-0.9852525728, 7482,13.445464
cy103_CD45neg_CD90neg_S170,  0.68339779,-11.62000550,Mel103,Mel103,TN,high,high,high, 0.214426020, 0.164943557,-0.0494824632, 6734,13.922286
cy110_CD45neg_CD90neg_S264, -8.49816054, 12.17418174,Mel110,Mel110,ICR,high,high,low, 1.009535749, 0.839272781,-0.1702629678, 4250,12.910372
cy103_CD45neg_CD90neg_S156, -4.03625697, -7.24097685,Mel103,Mel103,TN,low,low,low,-0.362268741,-0.565071557,-0.2028028160, 8970,14.429539
cy110_CD45neg_CD90neg_S275, -6.78538320, 25.45479381,Mel110,Mel110,ICR,high,high,low, 2.477168587, 0.902171658,-1.5749969291,10629,14.269025
cy110_CD45neg_CD90neg_S277, -4.04401644, 21.20917382,Mel110,Mel110,ICR,high,high,low, 1.541818984, 0.733804788,-0.8080141961, 4239,13.834791
cy102_CD45neg_CD90neg_S67,-24.26281821,  3.77264275,Mel102,Mel102,ICR,high,high,low, 1.838215133, 0.776253140,-1.0619619935, 7536,13.721383
cy102_CD45neg_CD90neg_S63,-24.49098484,  7.10573051,Mel102,Mel102,ICR,high,high,low, 1.806437823, 0.768565649,-1.0378721740, 7907,13.631942
cy102_CD45neg_CD90neg_S28,-25.23776802,  8.78073371,Mel102,Mel102,ICR,high,high,low, 1.477615761, 0.726081310,-0.7515344510, 7036,13.700927
cy110_CD45neg_CD90neg_S234, -7.58484002, 18.66989559,Mel110,Mel110,ICR,high,high,low, 1.742957950, 0.828719638,-0.9142383118, 3361,13.692807
cy106_CD45neg_S330, 32.83532306, 38.05928452,Mel106,Mel106,ICR,high,high,low, 1.614350015, 0.721379754,-0.8929702609, 3000,13.362314
cy106_CD45neg_S293, 28.18308539, 36.18807368,Mel106,Mel106,ICR,high,high,low, 2.503011115, 1.114987714,-1.3880234011, 4194,14.133245
cy106_CD45neg_S376, 35.76817759, 41.71343019,Mel106,Mel106,ICR,high,high,low, 2.680997131, 1.142513024,-1.5384841076, 4625,14.460668
cy106_CD45neg_S370, 33.95682477, 41.88501430,Mel106,Mel106,ICR,high,high,low, 2.825213552, 1.201864913,-1.6233486391, 5055,14.682570
cy106_CD45neg_S348, 31.77107771, 35.95522783,Mel106,Mel106,ICR,high,high,low, 2.225365567, 1.097753575,-1.1276119920, 5033,14.031035
cy106_CD45neg_S383, 32.30614677, 40.72260585,Mel106,Mel106,ICR,high,high,low, 2.761544484, 1.260378989,-1.5011654950, 3586,14.386040
cy106_CD45neg_S332, 34.43980294, 40.80159958,Mel106,Mel106,ICR,high,high,low, 2.077181434, 1.271121425,-0.8060600088, 3829,14.576211
cy106_CD45neg_S335, 34.85720282, 35.15182601,Mel106,Mel106,ICR,high,high,low, 1.425694179, 0.806455169,-0.6192390095, 2615,13.771546
cy106_CD45neg_S328, 29.42384016, 37.42529916,Mel106,Mel106,ICR,high,high,low, 2.743672807, 1.344304404,-1.3993684037, 3069,14.018995
cy106_CD45neg_S343, 32.28520672, 37.23337986,Mel106,Mel106,ICR,high,high,low, 1.605084676, 0.782455890,-0.8226287855, 3089,13.519224
cy106_CD45neg_S317, 31.92418366, 38.89959846,Mel106,Mel106,ICR,high,high,low, 3.017014774, 1.499165504,-1.5178492699, 3059,14.418394
cy106_CD45neg_S375, 34.70886796, 39.53886282,Mel106,Mel106,ICR,high,high,low, 2.907908354, 1.390475073,-1.5174332814, 3141,14.040389
cy106_CD45neg_S303, 32.75577199, 37.79304221,Mel106,Mel106,ICR,high,high,low, 2.006553884, 0.588311316,-1.4182425686, 3156,14.165728
cy106_CD45neg_S315, 30.43238701, 36.91185037,Mel106,Mel106,ICR,high,high,low, 2.178368475, 0.766766158,-1.4116023162, 4013,13.610056
cy106_CD45neg_S356, 27.40292363, 40.30204867,Mel106,Mel106,ICR,high,high,low, 2.430936890, 1.064584941,-1.3663519490, 3690,14.175960
cy106_CD45neg_S296, 27.03850689, 39.68051429,Mel106,Mel106,ICR,high,high,low, 2.387495165, 1.056972015,-1.3305231492, 3312,13.969548
cy106_CD45neg_S320, 31.95243893, 38.70450991,Mel106,Mel106,ICR,high,high,low, 2.278117958, 1.008977451,-1.2691405071, 2893,13.606362
cy106_CD45neg_S369, 27.70285955, 39.79656712,Mel106,Mel106,ICR,high,high,low, 2.801606877, 1.074301734,-1.7273051434, 5555,14.935887
cy106_CD45neg_S380, 34.12053528, 41.84055543,Mel106,Mel106,ICR,high,high,low, 2.451780183, 0.994602119,-1.4571780640, 4554,14.625008
cy106_CD45neg_S373, 28.05312834, 40.18267067,Mel106,Mel106,ICR,high,high,low, 2.939325218, 1.316019815,-1.6233054025, 3770,14.186432
cy106_CD45neg_S381, 34.24556964, 37.60668860,Mel106,Mel106,ICR,high,high,low, 1.726832907, 0.543516658,-1.1833162490, 3343,14.208891
cy106_CD45neg_S377, 28.32263110, 38.23835620,Mel106,Mel106,ICR,high,high,low, 2.770478290, 1.047407734,-1.7230705561, 4546,14.518047
cy106_CD45neg_S331, 35.52332326, 39.95953278,Mel106,Mel106,ICR,high,high,low, 2.485517129, 1.035333309,-1.4501838202, 4634,13.576577
cy106_CD45neg_S304, 27.50449236, 35.96474889,Mel106,Mel106,ICR,high,high,low, 2.288613136, 1.278271034,-1.0103421029, 3183,14.266639
cy106_CD45neg_S345, 27.00766977, 37.16070247,Mel106,Mel106,ICR,high,high,low, 2.044613809, 0.874094771,-1.1705190376, 4017,14.433944
cy106_CD45neg_S289, 30.99711497, 41.24753591,Mel106,Mel106,ICR,high,high,low, 2.886412925, 1.082070683,-1.8043422413, 7409,14.296625
cy106_CD45neg_S357, 27.89073461, 37.81358949,Mel106,Mel106,ICR,high,high,low, 2.186978881, 1.005171935,-1.1818069460, 6285,14.716390
cy106_CD45neg_S290, 28.60020808, 38.76731788,Mel106,Mel106,ICR,high,high,low, 3.005614445, 1.055919347,-1.9496950985, 5333,14.272330
cy98_CD45neg_CD90neg_S44,-18.69662342,-23.33033594,Mel98,Mel98,ICR,high,high,low, 1.657950186, 0.671748627,-0.9862015583, 4469,12.931939
cy98_CD45neg_CD90neg_S14,-18.78542563,-24.68734542,Mel98,Mel98,ICR,high,high,low, 1.484661063, 0.558565444,-0.9260956192, 8065,13.621889
cy98_CD45neg_CD90neg_S46,-17.90035638,-25.49775267,Mel98,Mel98,ICR,high,high,low, 1.400564752, 0.839891520,-0.5606732315, 3969,13.646944
cy98_CD45neg_CD90neg_S32,-17.43589273,-14.28622483,Mel98,Mel98,ICR,low,low,high,-0.547839902,-0.297084637, 0.2507552649, 7857,14.016757
cy98_CD45neg_CD90neg_S35,-16.09973660,-17.84604541,Mel98,Mel98,ICR,high,high,low, 0.247973832, 0.116295023,-0.1316788095, 8681,14.454781
cy98_CD45neg_CD90neg_S33,-16.59628731,-24.82005490,Mel98,Mel98,ICR,high,high,low, 1.358499184, 0.567856147,-0.7906430372, 3370,14.492021
cy98_CD45neg_CD90neg_S96,-17.83879452,-24.07769749,Mel98,Mel98,ICR,high,high,low, 1.569180593, 0.690496028,-0.8786845645, 4310,14.091882
cy98_CD45neg_CD90neg_S3,-18.52752133,-16.44294698,Mel98,Mel98,ICR,high,high,low, 0.646294781, 0.077461775,-0.5688330054, 3766,13.355201
cy98_CD45neg_CD90neg_S78,-20.24593108,-15.32539015,Mel98,Mel98,ICR,high,high,low, 0.513464260, 0.147409175,-0.3660550852, 7972,13.118140
cy98_CD45neg_CD90neg_S70,-15.94353246,-17.18988897,Mel98,Mel98,ICR,high,high,low, 0.923972741, 0.233152791,-0.6908199499, 7207,13.707759
cy98_CD45neg_CD90neg_S48, -7.79539233, -6.24851114,Mel98,Mel98,ICR,low,low,low, 0.076402606,-0.389538343,-0.4659409482, 4617,10.418524
cy98_CD45neg_CD90neg_S72,-17.03759645,-18.18881653,Mel98,Mel98,ICR,high,high,high, 0.485327520, 0.432502264,-0.0528252559, 2632,13.748253
cy98_CD45neg_CD90neg_S56,-20.03360242,-15.00449984,Mel98,Mel98,ICR,low,low,high,-0.421378809,-0.251718894, 0.1696599142,10605,13.436415
cy98_CD45neg_CD90neg_S71,-17.99911224,-25.47078707,Mel98,Mel98,ICR,high,high,low, 1.561226656, 0.590104465,-0.9711221916, 5500,13.959227
cy98_CD45neg_CD90neg_S84,-18.61964722,-18.10958294,Mel98,Mel98,ICR,low,low,high,-0.127036138,-0.075599979, 0.0514361588, 2493,12.605020
cy98_CD45neg_CD90neg_S30,-18.55867665,-24.76069502,Mel98,Mel98,ICR,high,high,low, 1.512768446, 0.510998471,-1.0017699749, 6200,14.733017
cy98_CD45neg_CD90neg_S23,-16.57255030,-18.52137088,Mel98,Mel98,ICR,high,low,low, 0.194869942,-0.065915786,-0.2607857274, 4500,13.078044
cy98_CD45neg_CD90neg_S5,-17.42985770,-23.89582591,Mel98,Mel98,ICR,high,high,low, 1.051403162, 0.382474738,-0.6689284241, 3568,13.410140
cy98_CD45neg_CD90neg_S6,-16.80724037,-24.74062469,Mel98,Mel98,ICR,high,high,low, 1.111397490, 0.685657954,-0.4257395362, 2912,13.599966
cy98_CD45neg_CD90neg_S49,-17.35296620,-20.77112247,Mel98,Mel98,ICR,high,high,low, 1.096109719, 0.530027147,-0.5660825713, 3212,13.267308
cy98_CD45neg_CD90neg_S74,-19.15991885,-15.42581484,Mel98,Mel98,ICR,low,high,high,-0.089543553, 0.104281805, 0.1938253578, 8708,13.377627
cy98_CD45neg_CD90neg_S13,-20.50223828,-13.80518021,Mel98,Mel98,ICR,low,low,high,-0.545540769,-0.263403589, 0.2821371805, 8344,13.846274
cy98_CD45neg_CD90neg_S19,-18.22136747,-21.62874455,Mel98,Mel98,ICR,high,high,low, 1.161303491, 0.557781136,-0.6035223554, 3418,13.796406
cy98_CD45neg_CD90neg_S31,-16.53750113,-24.81018144,Mel98,Mel98,ICR,high,high,low, 0.373832855, 0.094138563,-0.2796942923, 4605,14.329075
cy98_CD45neg_CD90neg_S61,-17.74427366,-23.70131619,Mel98,Mel98,ICR,high,high,low, 1.448453559, 0.487979680,-0.9604738786, 3600,14.109458
cy98_CD45neg_CD90neg_S76, -9.08922702, 10.36997015,Mel98,Mel98,ICR,high,low,low, 0.280522395,-0.005536048,-0.2860584431, 4069,12.224826
cy98_CD45neg_CD90neg_S80,-17.17280434,-20.63548304,Mel98,Mel98,ICR,high,high,low, 0.556364928, 0.423426946,-0.1329379813, 4363,12.828934
cy98_CD45neg_CD90neg_S8,-17.96001644,-14.88546410,Mel98,Mel98,ICR,low,low,low,-0.143344816,-0.353855750,-0.2105109339, 8254,13.232198
cy98_CD45neg_CD90neg_S93,-18.27666078,-17.03612941,Mel98,Mel98,ICR,high,high,high, 0.388547780, 0.456140297, 0.0675925164, 3150,13.979797
cy98_CD45neg_CD90neg_S15,-15.47902831,-13.36560306,Mel98,Mel98,ICR,low,low,low, 0.127207377,-0.004091486,-0.1312988627, 4780,13.009092
cy98_CD45neg_CD90neg_S45,-16.88208767,-24.07903049,Mel98,Mel98,ICR,high,high,low, 1.720225089, 0.685276624,-1.0349484642, 4063,13.705551
cy98_CD45neg_CD90neg_S34,-20.50358066,-14.42493923,Mel98,Mel98,ICR,low,low,high, 0.086218760, 0.002225727,-0.0839930337, 7981,14.595620
cy98_CD45neg_CD90neg_S43,-18.64009456,-18.07301774,Mel98,Mel98,ICR,low,low,high,-0.242044272,-0.014865519, 0.2271787532, 2869,13.490178
cy98_CD45neg_CD90neg_S54,-19.64031398,-23.80605107,Mel98,Mel98,ICR,high,high,low, 0.921312020, 0.308948015,-0.6123640051, 5347,13.239743
cy98_CD45neg_CD90neg_S28,-16.24815710,-17.85101111,Mel98,Mel98,ICR,high,high,low, 0.396658269, 0.148576156,-0.2480821123,10158,14.330935
cy98_CD45neg_CD90neg_S10,-20.70769693,-16.54564813,Mel98,Mel98,ICR,high,high,low, 0.510611526, 0.159564773,-0.3510467530, 8538,13.360969
cy98_CD45neg_CD90neg_S69,-19.62007090,-14.57985582,Mel98,Mel98,ICR,low,low,high,-0.140720302,-0.090891303, 0.0498289990, 7284,13.763636
cy98_CD45neg_CD90neg_S67,-20.02738276,-14.54787872,Mel98,Mel98,ICR,low,low,high,-0.043484969,-0.117232737,-0.0737477673, 7357,13.781867
cy98_CD45neg_CD90neg_S77,-15.77285495,-13.48438402,Mel98,Mel98,ICR,low,low,high,-0.371291608,-0.172915655, 0.1983759533, 5083,12.575562
cy98_CD45neg_CD90neg_S41,-19.02674623,-17.75568591,Mel98,Mel98,ICR,low,low,low, 0.159025054,-0.097805289,-0.2568303437, 5377,13.393806
cy98_CD45neg_CD90neg_S55,-17.81896342,-21.12105104,Mel98,Mel98,ICR,high,high,low, 0.936471027, 0.581320542,-0.3551504857, 3265,13.379681
cy98_CD45neg_CD90neg_S38,-17.97926353,-14.63993754,Mel98,Mel98,ICR,low,low,high,-0.170580336,-0.046657410, 0.1239229254, 8172,13.512020
cy98_CD45neg_CD90neg_S68,-16.48788342,-19.39784842,Mel98,Mel98,ICR,high,high,high, 0.311775081, 0.212804431,-0.0989706495, 3510,13.083876
cy98_CD45neg_CD90neg_S37,-19.31335273,-14.54316419,Mel98,Mel98,ICR,low,low,high,-0.660925428,-0.255969871, 0.4049555570,10882,13.728309
cy98_CD45neg_CD90neg_S83,-20.12072955,-15.19574497,Mel98,Mel98,ICR,high,low,low, 0.393690444, 0.012722220,-0.3809682246, 8539,13.552637
cy98_CD45neg_CD90neg_S53,-17.91183256,-24.26115309,Mel98,Mel98,ICR,high,high,low, 1.252507312, 0.258884701,-0.9936226113, 4526,13.567918
cy98_CD45neg_CD90neg_S58,-15.60030979,-18.10385576,Mel98,Mel98,ICR,high,high,low, 0.906157426, 0.232561363,-0.6735960631, 4779,13.296305
cy98_CD45neg_CD90neg_S64,-16.72211922,-20.33969930,Mel98,Mel98,ICR,high,high,low, 0.661153675, 0.287594151,-0.3735595236, 4675,13.364172
cy98_CD45neg_CD90neg_S91,-19.94463304,-20.90454677,Mel98,Mel98,ICR,high,high,low, 0.428577440, 0.293162165,-0.1354152749, 4726,13.677339
cy98_CD45neg_CD90neg_S86,-19.54739811,-14.16277226,Mel98,Mel98,ICR,low,low,high,-0.202026473,-0.240535234,-0.0385087616, 7222,13.288069
cy98_CD45neg_CD90neg_S62,-17.58031401,-23.63396664,Mel98,Mel98,ICR,high,high,low, 1.275864907, 0.508776943,-0.7670879642, 3976,13.933953
cy98_CD45neg_CD90neg_S92,-20.43365724,-15.38620770,Mel98,Mel98,ICR,high,high,low, 0.333696614, 0.037112719,-0.2965838949,10453,13.412693
cy98_CD45neg_CD90neg_S24,-20.07060384,-16.59334611,Mel98,Mel98,ICR,high,high,low, 0.731714036, 0.150506307,-0.5812077293, 8994,13.797083
cy98_CD45neg_CD90neg_S2,-19.63993942,-23.32798233,Mel98,Mel98,ICR,high,high,low, 0.957756301, 0.319610179,-0.6381461215, 5927,13.298211
cy98_CD45neg_CD90neg_S94,-17.52121567,-21.76069703,Mel98,Mel98,ICR,high,high,low, 1.328305768, 0.760167065,-0.5681387031, 2772,13.438585
cy98_CD45neg_CD90neg_S60,-18.74212881,-13.09670370,Mel98,Mel98,ICR,low,low,high,-0.703545862,-0.512925576, 0.1906202851,11959,13.632042
cy98_CD45neg_CD90neg_S26,-18.58280912,-23.39721261,Mel98,Mel98,ICR,high,high,low, 1.795461994, 0.788356408,-1.0071055863, 5659,13.959835
cy98_CD45neg_CD90neg_S11,-20.08668941,-20.66925520,Mel98,Mel98,ICR,high,high,low, 0.543175244, 0.141457592,-0.4017176513, 6145,13.536416
cy98_CD45neg_CD90neg_S36,-20.54459950,-13.80349338,Mel98,Mel98,ICR,low,low,high,-0.798399780,-0.231230526, 0.5671692539, 7826,14.747807
cy98_CD45neg_CD90neg_S25,-19.92978596,-16.25601996,Mel98,Mel98,ICR,low,low,high, 0.025999513,-0.025731306,-0.0517308190,11207,14.824074
cy98_CD45neg_CD90neg_S40,-18.14771239,-21.55436610,Mel98,Mel98,ICR,low,high,high,-0.072581520, 0.384993735, 0.4575752556, 3718,12.809197
cy98_CD45neg_CD90neg_S75,-17.69407262,-14.99432110,Mel98,Mel98,ICR,low,low,high,-0.874975396,-0.417121029, 0.4578543661, 4902,13.089408
cy98_CD45neg_CD90neg_S66,-19.79333411,-16.45444625,Mel98,Mel98,ICR,high,high,high, 0.218940106, 0.173169939,-0.0457701674, 8141,13.845359
cy98_CD45neg_CD90neg_S18,-18.03448241,-15.35826553,Mel98,Mel98,ICR,low,low,high,-0.133650444,-0.161978788,-0.0283283440, 9135,13.916552
cy98_CD45neg_CD90neg_S50,-18.35281089,-24.63647250,Mel98,Mel98,ICR,high,high,low, 1.147918102, 0.361889444,-0.7860286575, 6116,13.635106
cy98_CD45neg_CD90neg_S29,-16.03945396,-24.82940124,Mel98,Mel98,ICR,high,high,low, 1.575162886, 0.672680623,-0.9024822631, 4851,14.433986
cy98_CD45neg_CD90neg_S88,-15.99494768,-13.63909523,Mel98,Mel98,ICR,low,low,high,-0.706848281,-0.208474521, 0.4983737605, 8218,12.826821
cy98_CD45neg_CD90neg_S57,-17.38160759,-23.13010646,Mel98,Mel98,ICR,high,high,low, 1.215648864, 0.386619475,-0.8290293896, 2920,13.989300
cy98_CD45neg_CD90neg_S22, -9.04988218, 10.28239666,Mel98,Mel98,ICR,low,low,high,-0.246047398,-0.167921265, 0.0781261325, 3662,12.702606
cy98_CD45neg_CD90neg_S51,-18.20909636,-14.86749067,Mel98,Mel98,ICR,low,low,high,-0.156604708,-0.166602020,-0.0099973116,11232,13.739534
cy98_CD45neg_CD90neg_S90,-17.47347502,-17.82666222,Mel98,Mel98,ICR,high,high,high, 0.518537515, 0.440036261,-0.0785012539, 2407,13.511006
cy98_CD45neg_CD90neg_S27,-19.76334964,-23.20939541,Mel98,Mel98,ICR,high,high,low, 1.026655527, 0.291556833,-0.7350986941, 5732,13.929070
cy98_CD45neg_CD90neg_S16,-19.46288544,-15.17670243,Mel98,Mel98,ICR,low,low,high,-0.560811912,-0.125489739, 0.4353221725, 8199,13.269210
cy98_CD45neg_CD90neg_S4,-17.56135064,-22.10414167,Mel98,Mel98,ICR,high,high,low, 1.152349836, 0.425345907,-0.7270039290, 3913,13.076079
cy98_CD45neg_CD90neg_S7,-15.90438702,-21.30702973,Mel98,Mel98,ICR,high,high,low, 2.391701713, 1.392238208,-0.9994635042, 1777,11.391910
cy98_CD45neg_CD90neg_S1,-16.41089376,-18.62079011,Mel98,Mel98,ICR,low,high,high, 0.071652180, 0.330653244, 0.2590010646, 3630,13.336532
cy102_CD45neg_CD90neg_S340,-30.13701565,  1.32522695,Mel102,Mel102,ICR,high,high,low, 1.348136814, 0.554857459,-0.7932793548, 7062,13.851940
cy102_CD45neg_CD90neg_S376,-29.50750246, -2.90272523,Mel102,Mel102,ICR,high,high,low, 1.717163281, 0.856760342,-0.8604029392, 6837,13.804897
cy102_CD45neg_CD90neg_S290,-34.03977666, -2.63393533,Mel102,Mel102,ICR,high,high,low, 1.854220457, 0.921964874,-0.9322555834, 6012,13.874664
cy102_CD45neg_CD90neg_S331,-34.43872526,  0.99098944,Mel102,Mel102,ICR,high,high,low, 1.644751682, 0.576430395,-1.0683212870, 8457,13.873016
cy102_CD45neg_CD90neg_S318,-28.82026792, -1.15927188,Mel102,Mel102,ICR,high,high,low, 1.827539143, 0.779867867,-1.0476712753, 6537,13.840655
cy102_CD45neg_CD90neg_S360,-33.00909867,  0.45506096,Mel102,Mel102,ICR,high,high,low, 1.995838339, 0.984096236,-1.0117421040, 7453,13.676898
cy102_CD45neg_CD90neg_S316,-28.47780594, -2.70170709,Mel102,Mel102,ICR,high,high,low, 2.557724334, 1.303008111,-1.2547162226, 6987,13.645750
cy102_CD45neg_CD90neg_S372,-30.48842110, -2.72452360,Mel102,Mel102,ICR,high,high,low, 1.885291052, 0.956297497,-0.9289935550, 5636,12.576746
cy102_CD45neg_CD90neg_S298,-30.52296225,  0.70481630,Mel102,Mel102,ICR,high,high,low, 1.046286930, 0.463502067,-0.5827848634, 6362,13.483018
cy102_CD45neg_CD90neg_S378,-34.41093419, -3.38888691,Mel102,Mel102,ICR,high,high,low, 2.534731024, 1.123654760,-1.4110762643, 6323,13.898064
cy102_CD45neg_CD90neg_S345,-28.78576939,  0.45825538,Mel102,Mel102,ICR,high,high,low, 1.490617432, 0.779177991,-0.7114394412, 7776,13.891510
cy102_CD45neg_CD90neg_S377,-31.08019023, -0.31463053,Mel102,Mel102,ICR,high,high,low, 0.990943168, 0.547378563,-0.4435646053, 7361,13.818554
cy102_CD45neg_CD90neg_S382,-29.74097520, -2.76641421,Mel102,Mel102,ICR,high,high,low, 1.654336925, 0.695554678,-0.9587822472, 5614,13.252145
cy102_CD45neg_CD90neg_S295,-29.76815125,  0.93875615,Mel102,Mel102,ICR,high,high,low, 1.202378444, 0.647875211,-0.5545032335, 6898,13.554212
cy102_CD45neg_CD90neg_S307,-32.84426298, -1.90367523,Mel102,Mel102,ICR,high,high,low, 1.670559033, 0.847043925,-0.8235151081, 6820,14.018640
cy102_CD45neg_CD90neg_S365,-31.25566205, -0.52551366,Mel102,Mel102,ICR,high,high,low, 1.045804292, 0.371811319,-0.6739929730, 7145,13.753804
