Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
NAME,X,Y,LABELS,tumor,treatment,Immune_resistance,Immune_resistance.up,Immune_resistance.down,OE.Immune_resistance,OE.Immune_resistance.up,OE.Immune_resistance.down,no.genes,log.no.reads
TYPE,numeric,numeric,group,group,group,group,group,group,numeric,numeric,numeric,numeric,numeric
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C06_S126_comb, 14.26668267,  6.67100322,Mel79,Mel79,TN,low,low,high,-2.317564277,-0.856382704, 1.4611815732, 5459,11.217937
CY88_3_A11_S587_comb,  8.82200060, 48.04237790,Mel88,Mel88,ICR,high,high,low, 0.395530502, 0.122527842,-0.2730026599, 7351,12.811287
CY88_3_F10_S646_comb,  5.69140284, 42.41057249,Mel88,Mel88,ICR,high,high,high, 0.306217867, 0.425647799, 0.1194299324, 5584,12.406676
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C09_S129_comb, 13.64685563,  8.07237423,Mel79,Mel79,TN,low,low,high,-2.546763804,-1.218491948, 1.3282718557, 6249,11.139627
cy79_p4_CD45_neg_PDL1_neg_E09_S1113_comb, 32.77854314, 16.87974741,Mel79,Mel79,TN,low,low,high,-2.936510855,-0.835601685, 2.1009091699, 3021, 9.633842
CY88_3_G12_S660_comb,  4.50597400, 44.07928043,Mel88,Mel88,ICR,high,high,low, 0.920252787, 0.452438081,-0.4678147052, 6467,12.294285
CY88_5_H04_S760_comb,  2.85574583, 46.65200415,Mel88,Mel88,ICR,high,high,low, 0.409260323, 0.208465952,-0.2007943711, 6937,12.726469
cy79_p3_CD45_neg_PDL1_neg_H01_S277_comb, 25.51138879,  2.57990534,Mel79,Mel79,TN,low,low,high,-2.305433135,-0.996290107, 1.3091430277, 5046,12.896408
CY89NEG_E03_S51_comb,-50.62881717,  6.99626162,Mel89,Mel89,TN,low,low,high,-1.342027786,-0.754322013, 0.5877057735, 5822,12.956399
CY88_3_G01_S649_comb,  5.50249549, 52.49019219,Mel88,Mel88,ICR,high,low,low, 0.361650818,-0.094688463,-0.4563392813, 5104,12.040632
cy81_Bulk_CD45_neg_D01_S133_comb, -1.48313051,-53.52223636,Mel81,Mel81,TN,high,low,low, 0.210456467, 0.000540916,-0.2099155506, 5588,13.155282
cy78_CD45_neg_1_C06_S510_comb,-33.70351971, 34.39518091,Mel78,Mel78,ICR,high,high,low, 0.548289042, 0.151428844,-0.3968601974, 5933,11.429859
Cy71_CD45_A06_S486_comb,-40.99657233,-22.05618362,Mel71,Mel71,TN,high,high,low, 1.125018608, 0.341723820,-0.7832947878, 6338,11.940622
cy79_p5_CD45_neg_PDL1_neg_G08_S848_comb, 26.72549213, 10.04693680,Mel79,Mel79,TN,low,low,high,-2.475179865,-0.920459309, 1.5547205555, 5414,12.364870
Cy80_II_CD45_E11_S923_comb, 31.51523752,-44.45811624,Mel80,Mel80,TN,low,low,high, 0.058006206,-0.024381641,-0.0823878470, 5217,12.024089
cy79_p4_CD45_neg_PDL1_pos_F04_S448_comb, 27.98486975,  7.32669865,Mel79,Mel79,TN,low,low,high,-2.939859859,-1.268597077, 1.6712627813, 5112,12.704603
CY88_5_F03_S735_comb,  9.92351518, 44.72296932,Mel88,Mel88,ICR,high,high,low, 0.460296343, 0.239872597,-0.2204237461, 6373,12.487206
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C12_S324_comb, 26.40683386, -2.60306852,Mel79,Mel79,TN,low,low,high,-2.018325764,-1.018154748, 1.0001710157, 4057,10.869863
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A08_S104_comb, 14.09414489, 12.05294592,Mel79,Mel79,TN,low,low,high,-2.934794198,-1.193726552, 1.7410676463, 5009,11.066591
Cy71_CD45_C09_S513_comb,-45.18527723,-20.83056683,Mel71,Mel71,TN,high,high,low, 1.133351893, 0.422185683,-0.7111662105, 5666,12.247248
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G02_S74_comb, 10.32236577, 10.32510330,Mel79,Mel79,TN,low,low,high,-2.615922460,-1.083315984, 1.5326064757, 4428,10.754514
cy79_p4_CD45_neg_PDL1_neg_D08_S1100_comb, 37.43717578, -3.81808854,Mel79,Mel79,TN,low,low,high,-2.796932570,-0.904158200, 1.8927743700, 5502,11.408631
Cy71_CD45_E05_S533_comb,-46.48142191,-22.20399251,Mel71,Mel71,TN,low,low,high, 0.014357115, 0.025400438, 0.0110433227, 3809,10.847432
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D03_S327_comb, 27.27079043,  6.77368611,Mel79,Mel79,TN,low,low,high,-2.439182135,-0.953431730, 1.4857504051, 4821,12.317059
CY88_5_A03_S675_comb,  7.74637157, 35.83249766,Mel88,Mel88,ICR,low,high,high,-0.104171973, 0.125069615, 0.2292415880, 5483,12.057457
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G07_S175_comb, 22.48751967,  9.06239170,Mel79,Mel79,TN,low,low,high,-3.101981028,-1.398510318, 1.7034707099, 5187,10.718874
cy81_Bulk_CD45_neg_B02_S110_comb, -5.99678074,-52.62219216,Mel81,Mel81,TN,low,low,high,-0.098050868,-0.077460208, 0.0205906596, 7202,13.190502
cy80_CD45_neg_A06_S870_comb, 27.09305001,-41.80137195,Mel80,Mel80,TN,low,low,high,-0.281355260,-0.138813865, 0.1425413942, 7489,12.058326
cy78_CD45_neg_3_G10_S754_comb,-31.52173886, 38.81246716,Mel78,Mel78,ICR,high,high,low, 0.314119731, 0.125103180,-0.1890165508, 6504,12.641666
cy79_p4_CD45_neg_PDL1_pos_B12_S408_comb, 23.35703395,  1.82062497,Mel79,Mel79,TN,low,low,high,-2.524075148,-1.059618180, 1.4644569680, 4052,10.585195
cy79_p4_CD45_neg_PDL1_pos_G09_S465_comb, 37.72742559,  3.02762318,Mel79,Mel79,TN,low,low,high,-2.272808609,-0.724891809, 1.5479168003, 4292,12.040791
cy79_p3_CD45_neg_PDL1_neg_C01_S217_comb, 32.86788475, 15.87398591,Mel79,Mel79,TN,low,low,high,-2.409354272,-0.927191312, 1.4821629604, 2200, 8.706821
Cy71_CD45_H12_S576_comb,-42.97523071,-24.38846567,Mel71,Mel71,TN,high,high,low, 0.578003486, 0.092205838,-0.4857976485, 3207, 8.869539
cy81_Bulk_CD45_neg_B04_S112_comb, -7.84864857,-53.43226652,Mel81,Mel81,TN,high,high,low, 0.317758104, 0.144461210,-0.1732968934, 3109,12.355927
cy79_p5_CD45_neg_PDL1_neg_H11_S863_comb, 18.03251146, -4.23439889,Mel79,Mel79,TN,low,low,high,-1.281861785,-0.299265014, 0.9825967717, 6183,12.719010
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B12_S312_comb, 24.25879187, -5.12160376,Mel79,Mel79,TN,low,low,high,-2.163504034,-0.948706972, 1.2147970621, 5235,12.002339
cy78_CD45_neg_3_H04_S760_comb,-26.89469761, 24.68928729,Mel78,Mel78,ICR,low,low,high,-0.411331924,-0.201386722, 0.2099452018, 6481,11.818931
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G11_S371_comb, 41.31492484,  1.67106440,Mel79,Mel79,TN,low,low,high,-2.111452709,-0.901610798, 1.2098419111, 3816,11.173220
CY88_5_F06_S738_comb,  3.27217102, 45.88339822,Mel88,Mel88,ICR,high,high,low, 0.516546510, 0.278027264,-0.2385192460, 7691,13.094032
CY88_5_H06_S762_comb,  4.20319454, 51.15597987,Mel88,Mel88,ICR,high,high,low, 0.644989369, 0.246660622,-0.3983287471, 5229,11.350430
cy79_p5_CD45_neg_PDL1_neg_D02_S806_comb, 25.00758188,  9.40766463,Mel79,Mel79,TN,low,low,high,-2.795824746,-1.014098914, 1.7817258328, 4642,11.399970
cy79_p5_CD45_neg_PDL1_neg_B07_S787_comb, 30.75181610,  8.82494583,Mel79,Mel79,TN,low,low,high,-2.928543171,-1.185310499, 1.7432326720, 4578,11.181904
Cy80_II_CD45_E08_S920_comb, 31.89261003,-47.52377339,Mel80,Mel80,TN,low,low,low,-0.071985130,-0.206314665,-0.1343295349, 4910,11.566741
cy78_CD45_neg_1_D04_S520_comb,-35.75552164, 33.66735948,Mel78,Mel78,ICR,high,high,low, 0.777030833, 0.162272442,-0.6147583915, 8890,12.842570
cy79_p4_CD45_neg_PDL1_pos_F01_S445_comb, 27.33585808, -5.71445143,Mel79,Mel79,TN,low,low,high,-2.097328023,-0.934207688, 1.1631203346, 8217,12.512174
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_F08_S356_comb, 27.63050810,  4.99304924,Mel79,Mel79,TN,low,low,high,-2.482086106,-1.040828957, 1.4412571489, 4006,11.568512
Cy81_FNA_CD45_H05_S377_comb, -9.94610247,-52.64702420,Mel81,Mel81,TN,high,high,low, 0.522645018, 0.257034491,-0.2656105275, 4069,13.202665
cy81_FNA_CD45_neg_D12_S1008_comb, -4.85106821,-47.25439422,Mel81,Mel81,TN,high,high,low, 0.548312077, 0.196326991,-0.3519850863, 7797,11.637000
cy79_p5_CD45_neg_PDL1_neg_A08_S776_comb, 29.82201178, -1.40217412,Mel79,Mel79,TN,low,low,high,-2.051269084,-0.880483209, 1.1707858748, 4983,11.473852
cy79_p4_CD45_neg_PDL1_neg_B12_S1080_comb, 35.59438895,  4.83828455,Mel79,Mel79,TN,low,low,high,-2.694923446,-1.100508138, 1.5944153077, 3404,10.329964
cy79_p4_CD45_neg_PDL1_neg_G02_S1130_comb, 23.28173911, -3.83530680,Mel79,Mel79,TN,low,low,high,-2.583087301,-1.108093296, 1.4749940051, 5152,12.388269
cy79_p5_CD45_neg_PDL1_pos_C05_S701_comb, 22.25324993,  3.60140135,Mel79,Mel79,TN,low,low,high,-1.275191604,-0.582979833, 0.6922117702, 5554,10.441734
Cy81_FNA_CD45_D12_S336_comb, -6.22775550,-45.90181058,Mel81,Mel81,TN,low,low,high,-0.198432097, 0.007258090, 0.2056901868, 7480,12.007091
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G03_S363_comb, 19.28967085, -3.82624708,Mel79,Mel79,TN,low,low,high,-1.498797867,-0.733037735, 0.7657601314, 4883,11.609044
cy81_FNA_CD45_neg_E08_S1016_comb, -2.51548416,-48.36482633,Mel81,Mel81,TN,high,high,low, 0.576008990, 0.262392179,-0.3136168114, 9649,12.525286
cy81_Bulk_CD45_neg_A07_S103_comb, -6.90547351,-50.26067896,Mel81,Mel81,TN,low,low,high,-0.309172105,-0.169725863, 0.1394462422, 5983,11.292740
cy79_p5_CD45_neg_PDL1_pos_E01_S721_comb, 12.90904423,  6.77701586,Mel79,Mel79,TN,low,low,high,-2.554525001,-1.072305005, 1.4822199959, 4896,10.884929
CY88_3_F09_S645_comb,  6.02256433, 42.58386579,Mel88,Mel88,ICR,low,low,high,-0.385207186,-0.132166915, 0.2530402715, 6004,12.504735
cy78_CD45_neg_3_A11_S683_comb,-36.16472870, 32.15696208,Mel78,Mel78,ICR,high,high,low, 1.062468665, 0.255401144,-0.8070675207, 8257,13.456931
cy81_Bulk_CD45_neg_H07_S187_comb, -3.12269947,-49.70047172,Mel81,Mel81,TN,high,high,high, 0.294922778, 0.168173970,-0.1267488086, 8352,12.684863
CY88_5_A12_S684_comb,  2.52726490, 48.60559740,Mel88,Mel88,ICR,high,high,low, 1.181906990, 0.509073267,-0.6728337230, 6129,12.771747
cy79_p4_CD45_neg_PDL1_neg_A10_S1066_comb, 22.77566113,  9.21604957,Mel79,Mel79,TN,low,low,high,-2.680434683,-1.039867036, 1.6405676461, 4410,11.551271
cy78_CD45_neg_2_B05_S593_comb,-34.83815239, 31.39622120,Mel78,Mel78,ICR,high,high,low, 0.930917675, 0.310359491,-0.6205581837, 6727,11.468765
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F08_S164_comb, 15.79090128,  8.79862402,Mel79,Mel79,TN,low,low,high,-2.851635116,-1.266558089, 1.5850770277, 5523,11.150074
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H04_S184_comb, 15.35069798,-11.55964039,Mel79,Mel79,TN,low,low,high,-0.956796205,-0.402802377, 0.5539938282, 2325,10.581978
cy79_p4_CD45_neg_PDL1_pos_G10_S466_comb, 14.09079062, 17.39566024,Mel79,Mel79,TN,low,low,high,-2.265658533,-0.979451822, 1.2862067112, 5340,11.967498
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C09_S321_comb, 13.52237546, 17.32860251,Mel79,Mel79,TN,low,low,high,-1.306407617,-0.650882324, 0.6555252926, 5518,11.937552
Cy71_CD45_A07_S487_comb,-43.56979270,-25.63135109,Mel71,Mel71,TN,low,low,high,-0.062318538,-0.155565432,-0.0932468937, 4664,12.083193
Cy71_CD45_G11_S563_comb,-40.24132697,-22.81617333,Mel71,Mel71,TN,high,high,low, 1.312509141, 0.509741972,-0.8027671694, 4949,11.350277
cy79_p4_CD45_neg_PDL1_pos_F10_S454_comb, 35.78674615, 11.82644460,Mel79,Mel79,TN,low,low,high,-3.215199415,-1.095713246, 2.1194861696, 4569,12.270830
CY88_3_G10_S658_comb,  5.52900882, 44.44950939,Mel88,Mel88,ICR,high,high,low, 0.596957543, 0.246809973,-0.3501475700, 5851,12.470604
cy81_FNA_CD45_neg_E01_S1009_comb, -3.78890609,-48.96245553,Mel81,Mel81,TN,high,high,low, 0.440134927, 0.141775678,-0.2983592496, 8551,12.639526
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C03_S123_comb, 17.43139412,  9.34982082,Mel79,Mel79,TN,low,low,high,-2.655284249,-1.041828601, 1.6134556474, 4869,10.761068
cy79_p5_CD45_neg_PDL1_pos_G06_S750_comb, 30.48874379,  7.00392161,Mel79,Mel79,TN,low,low,high,-2.536281532,-1.045009612, 1.4912719209, 4927,12.231190
cy81_FNA_CD45_neg_F01_S1021_comb, -3.91718047,-46.35310796,Mel81,Mel81,TN,high,high,low, 0.412164903, 0.226792597,-0.1853723059, 7756,12.243152
CY88_3_D11_S623_comb,  8.19599283, 52.65655124,Mel88,Mel88,ICR,high,high,low, 0.494085565, 0.258082667,-0.2360028982, 7559,13.298808
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F12_S168_comb, 20.08863931, 14.28053490,Mel79,Mel79,TN,low,low,high,-2.919364525,-1.206120988, 1.7132435373, 5051,10.931749
cy79_p5_CD45_neg_PDL1_pos_C02_S698_comb,  9.50239051,  7.25107826,Mel79,Mel79,TN,low,low,high,-2.364336079,-1.088980971, 1.2753551076, 4890,11.022327
cy79_p4_CD45_neg_PDL1_neg_A02_S1058_comb, 23.13371768,  5.02624938,Mel79,Mel79,TN,low,low,high,-2.340138391,-1.040404008, 1.2997343827, 5440,12.125719
cy79_p5_CD45_neg_PDL1_pos_D07_S715_comb, 15.71460684, 16.80520131,Mel79,Mel79,TN,low,low,high,-2.197500234,-0.998783487, 1.1987167467, 6421,11.684548
cy81_FNA_CD45_neg_H02_S1046_comb, -4.35341441,-54.22284247,Mel81,Mel81,TN,low,high,high, 0.184925874, 0.296666069, 0.1117401951, 1941, 8.787983
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B01_S109_comb, 11.94744165, 11.79310507,Mel79,Mel79,TN,low,low,high,-2.709952813,-1.088191120, 1.6217616930, 4703,10.797737
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_D08_S140_comb, 10.86073182,  3.80738362,Mel79,Mel79,TN,low,low,high,-2.666875723,-1.018899476, 1.6479762465, 3550,10.415413
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_D10_S142_comb, 15.11754160,  5.13468556,Mel79,Mel79,TN,low,low,high,-1.960190694,-0.761988784, 1.1982019101, 5234,10.978729
cy81_FNA_CD45_neg_B03_S975_comb, -3.29280071,-46.59479092,Mel81,Mel81,TN,low,low,high, 0.112498330,-0.008811772,-0.1213101014, 8391,12.381428
cy81_Bulk_CD45_neg_H02_S182_comb, -4.03143386,-52.21685958,Mel81,Mel81,TN,low,low,high,-0.090307018, 0.019174364, 0.1094813818, 7568,13.274975
cy80_CD45_neg_A10_S874_comb, 25.55269230,-44.12856312,Mel80,Mel80,TN,low,low,high,-0.162023775,-0.287988195,-0.1259644204, 6973,11.356681
CY88_3_H04_S664_comb,  6.32736255, 50.16849608,Mel88,Mel88,ICR,high,high,low, 0.452469844, 0.247713457,-0.2047563866, 6481,13.135639
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B06_S114_comb, 13.95256687,  9.74330545,Mel79,Mel79,TN,low,low,high,-2.527881174,-0.812323443, 1.7155577308, 6126,11.444764
cy79_p5_CD45_neg_PDL1_neg_E04_S820_comb, 20.79933409,  5.22107978,Mel79,Mel79,TN,low,low,high,-2.106122571,-0.663995038, 1.4421275331, 3743, 9.863030
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G10_S370_comb, 39.05809929,  5.18379693,Mel79,Mel79,TN,low,low,high,-2.575632407,-1.064680954, 1.5109514531, 3345,10.403596
cy78_CD45_neg_3_B10_S694_comb,-37.05374473, 34.70344956,Mel78,Mel78,ICR,high,low,low, 0.319501265,-0.059422470,-0.3789237350, 7619,12.790007
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_B06_S18_comb, 16.18042887,  3.19921154,Mel79,Mel79,TN,low,low,high,-2.498112446,-1.020183614, 1.4779288323, 6182,11.419570
Cy81_Bulk_CD45_F05_S161_comb, -6.67263126,-50.05191419,Mel81,Mel81,TN,high,low,low, 0.296521796,-0.008596227,-0.3051180236, 6735,12.399293
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C08_S320_comb, 25.60728224,  7.91144539,Mel79,Mel79,TN,low,low,high,-2.525163564,-1.030259713, 1.4949038517, 5100,11.559742
CY88_5_B02_S686_comb,  2.86812103, 50.08953092,Mel88,Mel88,ICR,high,high,low, 0.679752094, 0.200067455,-0.4796846392, 5679,11.852336
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_F09_S357_comb, 32.07723892,  7.21076668,Mel79,Mel79,TN,low,low,high,-2.587845397,-0.947645227, 1.6402001700, 4342,10.684325
cy78_CD45_neg_3_G08_S752_comb,-31.02514440, 40.33650818,Mel78,Mel78,ICR,low,low,high,-0.087385864,-0.141808371,-0.0544225066, 5483,12.500051
cy81_FNA_CD45_neg_E10_S1018_comb, -3.40254895,-48.36024897,Mel81,Mel81,TN,low,low,high, 0.005953569, 0.035635334, 0.0296817644, 7642,12.365748
cy78_CD45_neg_1_C05_S509_comb,-33.70206374, 34.69600474,Mel78,Mel78,ICR,high,high,low, 0.778160854, 0.207423106,-0.5707377484, 6533,11.956566
cy79_p4_CD45_neg_PDL1_pos_G02_S458_comb, 26.51308479,  0.19255589,Mel79,Mel79,TN,low,low,high,-2.593210221,-1.058601152, 1.5346090691, 6024,12.586152
Cy81_Bulk_CD45_D08_S140_comb,-12.79331364,-49.96555787,Mel81,Mel81,TN,high,high,low, 0.435994560, 0.252388134,-0.1836064258, 3791, 9.454854
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G12_S84_comb,  5.68640997,  5.48068870,Mel79,Mel79,TN,low,low,high,-2.533134113,-0.996818198, 1.5363159147, 7725,11.281888
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E12_S348_comb, 32.48526252,  8.57050003,Mel79,Mel79,TN,low,low,high,-2.747516860,-1.120570715, 1.6269461452, 4385,11.530146
cy78_CD45_neg_3_D11_S719_comb,-30.29520442, 38.53816147,Mel78,Mel78,ICR,low,low,high,-0.052805481,-0.008396693, 0.0444087887, 5884,12.703126
CY88_3_F06_S642_comb,  8.18325056, 46.79181796,Mel88,Mel88,ICR,low,low,high,-0.312042891,-0.181946333, 0.1300965577, 5822,12.683250
cy79_p5_CD45_neg_PDL1_pos_B08_S692_comb, 23.54838435, -6.29158335,Mel79,Mel79,TN,low,low,high,-1.588788345,-0.495291930, 1.0934964142, 4606,11.256910
Cy81_FNA_CD45_B04_S304_comb,-10.09083217,-47.98327238,Mel81,Mel81,TN,high,low,low, 0.368148717,-0.010175237,-0.3783239542, 7346,11.891848
cy78_CD45_neg_3_B05_S689_comb,-31.71272195, 37.22194272,Mel78,Mel78,ICR,high,high,low, 0.713085374, 0.110482933,-0.6026024412, 7481,12.485377
CY88_3_D05_S617_comb,  6.33424057, 38.81515248,Mel88,Mel88,ICR,low,low,high,-0.422386688,-0.222251032, 0.2001356553, 5651,12.322806
Cy80_II_CD45_H12_S960_comb, 30.86489441,-47.76732947,Mel80,Mel80,TN,low,low,high,-0.188161353,-0.297893456,-0.1097321031, 4600, 9.429315
CY88_5_A07_S679_comb,  6.57467927, 49.32169291,Mel88,Mel88,ICR,high,low,low, 0.389557522, 0.021092514,-0.3684650078, 7047,12.808816
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_D07_S43_comb, 14.65418553,  0.24241905,Mel79,Mel79,TN,low,low,high,-1.873373114,-0.629252398, 1.2441207159, 6094,11.624333
cy78_CD45_neg_3_G03_S747_comb,-33.22768184, 40.25100160,Mel78,Mel78,ICR,high,high,low, 0.281041892, 0.131211034,-0.1498308579, 4381,12.125914
cy81_FNA_CD45_neg_H10_S1054_comb,  0.77529500,-46.95509521,Mel81,Mel81,TN,low,low,high,-0.724558849,-0.287799966, 0.4367588830, 2233, 8.692994
cy79_p4_CD45_neg_PDL1_neg_H07_S1147_comb, 36.76281048, 12.68581333,Mel79,Mel79,TN,low,low,high,-3.180276183,-1.111573025, 2.0687031580, 3972,11.554576
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C10_S322_comb, 31.17071348, -0.75123756,Mel79,Mel79,TN,low,low,high,-2.903383538,-1.098122643, 1.8052608957, 4777,11.793945
cy79_p5_CD45_neg_PDL1_pos_F03_S735_comb, 30.27360974, -3.91204089,Mel79,Mel79,TN,low,low,high,-0.506236174,-0.182097412, 0.3241387620, 5962,12.017518
CY88_5_A09_S681_comb,  8.03933179, 52.54735362,Mel88,Mel88,ICR,high,high,low, 0.646671488, 0.397807686,-0.2488638022, 6655,12.087655
cy79_p5_CD45_neg_PDL1_pos_B12_S696_comb,  9.19136050, 12.37616534,Mel79,Mel79,TN,low,low,high,-1.116433874,-0.658074995, 0.4583588790, 5603,11.700931
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_D11_S47_comb, 13.67405962, 12.79867198,Mel79,Mel79,TN,low,low,high,-3.053789641,-1.272550055, 1.7812395858, 5729,11.578170
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H06_S378_comb, 24.31970658, 11.85897000,Mel79,Mel79,TN,low,low,high,-2.448230587,-1.079785268, 1.3684453190, 3563,10.571009
Cy81_FNA_CD45_H01_S373_comb, -5.57501710,-50.03349788,Mel81,Mel81,TN,high,high,low, 0.257651261, 0.108382127,-0.1492691342, 6153,11.892293
cy79_p5_CD45_neg_PDL1_neg_D08_S812_comb, 21.42314266, 10.69455327,Mel79,Mel79,TN,low,low,high,-2.344244190,-1.036419638, 1.3078245520, 5085,11.555650
cy81_FNA_CD45_neg_H11_S1055_comb, -0.45100909,-46.46644016,Mel81,Mel81,TN,high,low,low, 0.230243044,-0.145549465,-0.3757925090, 2868, 8.976641
Cy71_CD45_C07_S511_comb,-45.23009960,-21.14188747,Mel71,Mel71,TN,high,high,low, 1.346032307, 0.553095568,-0.7929367392, 5711,11.631970
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G01_S169_comb,  9.88992369, 11.98356574,Mel79,Mel79,TN,low,low,high,-2.192470188,-0.850658410, 1.3418117773, 4779,10.629683
Cy81_Bulk_CD45_A12_S108_comb, -6.26437735,-48.97210907,Mel81,Mel81,TN,high,low,low, 0.206222558,-0.061072477,-0.2672950351, 8390,13.393643
CY88_3_A05_S581_comb,  4.33258126, 46.27755949,Mel88,Mel88,ICR,high,high,low, 0.839432923, 0.445551172,-0.3938817509, 7130,12.764531
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A09_S105_comb, 14.18231577,  8.83609908,Mel79,Mel79,TN,low,low,high,-2.732305056,-1.123528691, 1.6087763653, 5386,10.944400
Cy80_II_CD45_A06_S870_comb, 29.12178030,-45.29565461,Mel80,Mel80,TN,low,low,high,-0.252739981,-0.074331685, 0.1784082963, 5619,11.891293
cy79_p4_CD45_neg_PDL1_neg_F04_S1120_comb, 30.50780453,  5.75964289,Mel79,Mel79,TN,low,low,high,-2.062040285,-0.863434086, 1.1986061984, 5373,12.350138
CY88_3_E08_S632_comb,  5.93680135, 42.96790355,Mel88,Mel88,ICR,high,high,high, 0.514955193, 0.577132543, 0.0621773498, 4930,11.444068
cy79_p3_CD45_neg_PDL1_neg_D08_S236_comb, 29.72162745,  6.05134163,Mel79,Mel79,TN,low,low,high,-2.168362923,-0.811014059, 1.3573488638, 5449,12.948612
cy78_CD45_neg_1_B12_S504_comb,-37.54496364, 32.04567901,Mel78,Mel78,ICR,high,high,low, 0.788069292, 0.152197703,-0.6358715892, 9015,13.275579
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C11_S131_comb, 12.97685883,  9.19081165,Mel79,Mel79,TN,low,low,high,-2.450523414,-0.975300277, 1.4752231366, 4848,10.908265
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E06_S54_comb, 14.29420986,  9.31186903,Mel79,Mel79,TN,low,low,high,-2.625835124,-0.977368723, 1.6484664011, 6340,11.778070
cy79_p5_CD45_neg_PDL1_pos_D10_S718_comb, 22.79511492, -1.82625787,Mel79,Mel79,TN,low,low,high,-1.833812748,-0.795794959, 1.0380177886, 5697,11.836117
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E06_S342_comb, 32.67646857,  8.90448383,Mel79,Mel79,TN,low,low,high,-2.700584111,-1.200162297, 1.5004218142, 5065,11.308690
Cy81_Bulk_CD45_E06_S150_comb,-10.54466368,-47.14418149,Mel81,Mel81,TN,high,high,low, 0.555768480, 0.065847372,-0.4899211079, 6889,12.675054
cy79_p3_CD45_neg_PDL1_neg_H11_S287_comb, 15.50676823,-10.96616725,Mel79,Mel79,TN,low,low,high,-1.522104072,-0.546548294, 0.9755557780, 2974,13.327952
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A08_S8_comb, 18.34990031,  2.24744857,Mel79,Mel79,TN,low,low,high,-2.190122380,-1.046903214, 1.1432191660, 6478,11.952277
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A03_S3_comb, 21.86458526, -2.78811872,Mel79,Mel79,TN,low,low,high,-1.926838263,-0.709444302, 1.2173939607, 7385,12.403640
cy79_p3_CD45_neg_PDL1_neg_F02_S254_comb, 15.30414902, -2.12191376,Mel79,Mel79,TN,low,low,high,-1.542087991,-0.539683470, 1.0024045206, 5574,12.940796
cy79_p4_CD45_neg_PDL1_neg_H02_S1142_comb, 32.50973626, 15.51513569,Mel79,Mel79,TN,low,low,high,-2.184086206,-0.892776338, 1.2913098675, 2612, 9.170976
cy78_CD45_neg_2_A10_S586_comb,-29.96469799, 35.55475048,Mel78,Mel78,ICR,high,high,low, 0.709058653, 0.260727771,-0.4483308822, 8898,12.852807
cy79_p4_CD45_neg_PDL1_pos_B09_S405_comb, 41.26800054,  2.48727706,Mel79,Mel79,TN,low,low,high,-2.464573161,-1.162859594, 1.3017135671, 4526,11.853518
cy79_p5_CD45_neg_PDL1_pos_B11_S695_comb, 21.61785529,  6.88166064,Mel79,Mel79,TN,low,low,high,-2.739226380,-0.912948526, 1.8262778536, 5323,11.585981
cy79_p5_CD45_neg_PDL1_pos_G08_S752_comb, 41.85899624, -6.18659636,Mel79,Mel79,TN,low,low,high,-1.707028937,-0.742619388, 0.9644095497, 4394,11.269541
