Column1,Column2,Column3,Column1,Column2,Column3,,,
NAME,X,Y,NAME,CLUSTER,SUB-CLUSTER,,,
TYPE,numeric,numeric,TYPE,group,group,,,
CY89A_CD45_POS_6_H02_S182_comb,-54.57798221,-11.89537686,cy58-1-CD45-pos-C07-S607-comb,T,T,CY75_1_CD45_CD8_1__S25_comb,T,T
CY89A_CD45_POS_6_H01_S181_comb,5.756651335,61.46179164,cy74-CD45-pos-A11-S683-comb,Macrophage,Macrophage,CY75_1_CD45_CD8_7__S223_comb,T,T
CY89A_Core_15_F07_S67_comb,-51.95764541,0.879479709,cy72-CD45-pos-F11-S935-comb,T,T,CY75_1_CD45_CD8_1__S65_comb,T,T
CY89A_CD45_POS_6_F09_S165_comb,-55.71431866,17.8330675,cy53-1-CD45-neg-D08-S332-comb,Endothelial,Endothelial,CY75_1_CD45_CD8_1__S93_comb,T,T
CY89A_CD45_POS_6_A08_S104_comb,-21.14655485,-66.13805065,cy74-CD45-pos-F04-S736-comb,T,T,CY75_1_CD45_CD8_1__S76_comb,T,T
CY89A_CD45_POS_6_C09_S129_comb,10.24975082,39.87131039,cy74-CD45-pos-C12-S708-comb,B,B,CY75_1_CD45_CD8_7__S274_comb,T,T
CY89A_CD45_POS_4_F06_S450_comb,43.34470015,-59.33438493,cy80-CD45-pos-PD1-pos-B06-S114-comb,T,T,,,
CY89A_Core_15_H09_S93_comb,-58.82249114,24.11106482,cy53-1-CD45-pos-1-H01-S85-comb,T,T,,,
CY89A_CD45_POS_6_G01_S169_comb,31.58527384,-71.74857886,cy74-CD45-pos-D08-S716-comb,T,T,,,
CY89A_CD45_POS_6_B09_S117_comb,30.1602407,-70.4077027,cy74-CD45-pos-A02-S674-comb,T,T,,,
CY89A_Core_15_A12_S12_comb,-61.67279095,19.26982022,cy72-CD45-pos-E12-S924-comb,T,T,,,
CY89A_Core_15_B10_S22_comb,39.71230379,-72.02199313,cy58-1-CD45-pos-G05-S653-comb,T,T,,,
CY89A_CD45_POS_4_C10_S418_comb,80.19581285,-17.94327881,cy74-CD45-pos-A04-S676-comb,T,T,,,
CY89A_Core_15_E04_S52_comb,21.11471948,-46.92533632,cy58-1-CD45-pos-E09-S633-comb,T,T,,,
CY89A_CD45_POS_4_B09_S405_comb,24.03342568,-74.50083266,cy72-CD45-pos-G08-S944-comb,T,T,,,
CY89A_Core_15_H11_S95_comb,44.99230893,-70.29704299,cy74-CD45-pos-F11-S743-comb,T,T,,,
CY89A_CD45_POS_10_H06_S282_comb,-49.77337965,15.76877618,cy80-CD45-pos-PD1-pos-H04-S184-comb,T,T,,,
CY89A_CD45_POS_4_C03_S411_comb,5.710750518,60.72792323,cy80-CD45-pos-PD1-pos-B04-S112-comb,T,T,,,
CY89A_CD45_POS_4_E08_S440_comb,32.1366826,-73.06883323,cy80-CD45-pos-PD1-pos-A02-S98-comb,T,T,,,
CY89A_CD45_POS_10_E04_S244_comb,-35.3095663,-35.28453665,cy74-CD45-pos-B03-S687-comb,T,T,,,
CY89A_CD45_POS_4_F03_S447_comb,-34.56241781,-33.76203588,cy74-CD45-pos-D05-S713-comb,T,T,,,
CY89A_Core_15_A03_S3_comb,24.91161804,-45.87363549,cy74-CD45-pos-B12-S696-comb,undefined,undefined,,,
CY89A_CD45_POS_6_D11_S143_comb,72.76606865,-16.91933355,cy53-1-CD45-pos-2-B10-S982-comb,T,T,,,
CY89A_CD45_POS_6_D07_S139_comb,32.00745167,-70.40361149,cy58-1-CD45-pos-E11-S635-comb,T,T,,,
CY89A_CD45_POS_4_F11_S455_comb,31.65247749,-64.51993859,cy72-CD45-pos-G07-S943-comb,B,B,,,
CY89A_CD45_POS_4_D09_S429_comb,38.65408331,-16.42734725,cy80-CD45-pos-PD1-pos-H05-S185-comb,T,T,,,
CY89A_Core_15_E12_S60_comb,-1.513781836,17.89766169,cy74-CD45-pos-B02-S686-comb,undefined,undefined,,,
CY89A_Core_15_A10_S10_comb,27.03992678,-62.61714655,cy80-CD45-pos-PD1-pos-F09-S165-comb,T,T,,,
CY89A_Core_15_D02_S38_comb,32.97280956,-76.02863612,cy53-1-CD45-pos-1-G01-S73-comb,T,T,,,
CY89A_CD45_POS_10_E07_S247_comb,-57.12620477,13.87226129,cy72-CD45-pos-A09-S873-comb,T,T,,,
CY89A_CD45_POS_4_C01_S409_comb,-33.13016636,34.97233312,cy80-CD45-pos-PD1-pos-A07-S103-comb,T,T,,,
CY89A_CD45_POS_6_G04_S172_comb,-54.77250343,12.81158933,cy53-1-CD45-pos-2-G04-S1036-comb,T,T,,,
CY89A_Core_15_C11_S35_comb,-43.67747966,58.95001425,cy74-CD45-pos-C02-S698-comb,T,T,,,
CY89A_CD45_POS_6_A01_S97_comb,-56.00545439,18.28080099,cy53-1-CD45-pos-1-G08-S80-comb,Macrophage,Macrophage,,,
CY89A_CD45_POS_4_G03_S459_comb,-64.38952697,18.19499282,cy80-CD45-pos-PD1-pos-F10-S166-comb,T,T,,,
CY89A_Core_15_F10_S70_comb,81.06530722,-17.88538502,cy53-1-CD45-neg-G07-S367-comb,Endothelial,Endothelial,,,
CY89A_Core_15_H03_S87_comb,-52.41655446,-9.467652483,cy72-CD45-pos-D05-S905-comb,T,T,,,
CY89A_Core_15_E03_S51_comb,-50.56879502,-4.624047069,cy72-CD45-pos-D11-S911-comb,T,T,,,
CY89A_CD45_POS_6_B05_S113_comb,25.9823067,-68.63311278,cy53-1-CD45-pos-2-A12-S972-comb,T,T,,,
CY89A_Core_15_F08_S68_comb,-62.43326818,22.51062234,cy80-CD45-pos-PD1-pos-G03-S171-comb,undefined,undefined,,,
CY89A_CD45_POS_10_F11_S263_comb,0.30694041,44.0748573,cy53-1-CD45-pos-1-A07-S7-comb,T,T,,,
CY89A_Core_15_D07_S43_comb,30.30406577,-65.67506658,cy82-CD45-pos-2-E03-S531-comb,malignant,malignant,,,
CY89A_CD45_POS_6_G08_S176_comb,42.82435187,-72.77859062,cy80-CD45-pos-PD1-pos-A05-S101-comb,T,T,,,
CY89A_CD45_POS_4_E03_S435_comb,24.8907262,-62.48823351,cy53-1-CD45-pos-2-A10-S970-comb,Macrophage,Macrophage,,,
CY89A_CD45_POS_10_F12_S264_comb,5.186971219,42.47480008,cy74-CD45-pos-B01-S685-comb,T,T,,,
CY89A_CD45_POS_6_B04_S112_comb,79.11688765,-15.23883458,cy58-1-CD45-pos-F11-S647-comb,undefined,undefined,,,
CY89A_CD45_POS_6_A09_S105_comb,37.74445766,-76.94805703,cy74-CD45-pos-D01-S709-comb,T,T,,,
CY89A_CD45_POS_6_C05_S125_comb,-28.82623902,15.05439875,cy80-CD45-pos-PD1-pos-E03-S147-comb,T,T,,,
CY89A_CD45_POS_10_A05_S197_comb,5.462451616,53.0573047,cy53-1-CD45-pos-2-E03-S1011-comb,undefined,undefined,,,
CY89A_CD45_POS_4_F01_S445_comb,39.42210787,-69.05042636,cy74-CD45-pos-G06-S750-comb,T,T,,,
CY89COREQ1_C11_S323_comb,6.929483105,44.35438615,cy82-CD45-neg-3-H02-S854-comb,undefined,undefined,,,
CY89COREQ1_G02_S362_comb,77.77316777,-17.6189346,cy58-1-CD45-pos-F09-S645-comb,T,T,,,
CY89COREQ1_A01_S289_comb,82.53355329,-17.78968019,cy74-CD45-pos-F06-S738-comb,T,T,,,
CY89NEG_C11_S35_comb,92.44177356,16.83451009,cy80-CD45-pos-PD1-pos-D07-S139-comb,T,T,,,
CY89COREQ1_A02_S290_comb,6.493170789,44.91478059,cy72-CD45-pos-G11-S947-comb,T,T,,,
CY89COREQ1_A04_S292_comb,-63.82765353,16.75120867,cy58-1-CD45-pos-E10-S634-comb,undefined,undefined,,,
CY89COREQ1_E09_S345_comb,-57.24679417,-1.619248245,cy80-CD45-pos-PD1-pos-C08-S128-comb,T,T,,,
CY89COREQ1_B07_S307_comb,-64.84746861,23.77272281,cy74-CD45-pos-A10-S682-comb,NK,NK,,,
CY89COREQ1_H02_S374_comb,36.802699,-74.54025571,cy53-1-CD45-pos-2-G11-S1043-comb,T,T,,,
CY89FNAQ2_B12_S408_comb,38.22453384,-15.75399693,cy72-CD45-pos-G05-S941-comb,T,T,,,
CY89FNA_C01_S217_comb,3.091151599,41.96632963,cy53-1-CD45-pos-1-E11-S59-comb,T,T,,,
CY89COREQ1_H09_S381_comb,3.598077178,43.97073394,cy58-1-CD45-pos-B12-S600-comb,T,T,,,
CY89COREQ1_F11_S359_comb,-62.05308595,15.54718823,cy53-1-CD45-pos-1-F01-S61-comb,T,T,,,
CY89FNA_E08_S248_comb,26.38079082,-65.70842782,cy53-1-CD45-pos-2-G03-S1035-comb,T,T,,,
CY89COREQ1_D09_S333_comb,-40.57584024,-29.27993519,cy80-CD45-pos-PD1-pos-A11-S107-comb,T,T,,,
CY89COREQ1_H03_S375_comb,26.46700561,-64.94088803,cy53-1-CD45-pos-2-H05-S1049-comb,Macrophage,Macrophage,,,
CY89FNA_G11_S275_comb,-57.55665045,20.0958243,cy53-1-CD45-pos-1-B10-S22-comb,undefined,undefined,,,
CY89COREQ1_F09_S357_comb,-53.41555136,-1.968719231,cy53-1-CD45-pos-2-A08-S968-comb,T,T,,,
CY89FNA_E05_S245_comb,33.88745114,-69.80289988,cy53-1-CD45-pos-2-C08-S992-comb,T,T,,,
CY89COREQ1_G08_S368_comb,82.09787411,-18.58024062,cy80-CD45-pos-PD1-pos-D11-S143-comb,undefined,undefined,,,
CY89FNA_D02_S230_comb,10.50199608,50.53347757,cy53-1-CD45-pos-2-H04-S1048-comb,T,T,,,
CY89COREQ1_E05_S341_comb,38.65773354,-69.98325307,cy53-1-CD45-pos-2-E04-S1012-comb,T,T,,,
CY89COREQ1_H07_S379_comb,-54.80763449,19.85735806,cy58-1-CD45-pos-H12-S672-comb,T,T,,,
CY89COREQ1_B04_S304_comb,-24.56076295,-10.62154195,cy74-CD45-pos-B09-S693-comb,T,T,,,
CY89FNA_A02_S194_comb,5.134733207,40.42647948,cy79-p3-CD45-neg-PDL1-neg-E09-S249-comb,CAF,CAF,,,
CY89FNA_D05_S233_comb,-21.80284086,-66.29054176,cy79-p3-CD45-neg-PDL1-neg-E04-S244-comb,malignant,malignant,,,
CY89COREQ1_C03_S315_comb,-53.50925593,-0.548841162,cy79-p3-CD45-neg-PDL1-neg-F04-S256-comb,malignant,malignant,,,
CY89COREQ1_D01_S325_comb,2.623027535,27.77674696,cy79-p3-CD45-pos-PD1-neg-A08-S104-comb,B,B,,,
CY89FNA_A03_S195_comb,-43.30892484,58.62635029,cy79-p3-CD45-neg-PDL1-neg-H12-S288-comb,malignant,malignant,,,
CY89COREQ1_D03_S327_comb,4.636313205,61.99321551,cy79-p3-CD45-neg-PDL1-neg-A08-S200-comb,malignant,malignant,,,
CY89FNA_C06_S222_comb,29.27542635,-67.96177911,cy79-p3-CD45-pos-PD1-neg-E01-S145-comb,B,B,,,
CY89COREQ1_E02_S338_comb,-61.63073371,16.45792381,cy79-p3-CD45-pos-PD1-neg-F07-S163-comb,B,B,,,
CY89COREQ1_E11_S347_comb,38.89125745,-73.39147502,cy79-p3-CD45-neg-PDL1-neg-H04-S280-comb,malignant,malignant,,,
CY89FNA_G10_S274_comb,4.552921674,39.88912986,cy79-p3-CD45-neg-PDL1-neg-F09-S261-comb,malignant,malignant,,,
CY89COREQ1_C02_S314_comb,29.76743107,-63.87324559,cy79-p3-CD45-neg-PDL1-neg-F08-S260-comb,malignant,malignant,,,
CY89FNA_G05_S269_comb,36.13222509,-73.52029278,cy79-p3-CD45-pos-PD1-neg-E04-S148-comb,T,T,,,
CY89FNA_E07_S247_comb,25.70531628,-65.79412004,cy79-p3-CD45-neg-PDL1-neg-G03-S267-comb,malignant,malignant,,,
CY89FNA_B07_S211_comb,-38.52476462,37.00293788,cy79-p3-CD45-pos-PD1-neg-G01-S169-comb,B,B,,,
CY89COREQ1_D10_S334_comb,8.6509925,45.24594309,cy79-p3-CD45-neg-PDL1-neg-H10-S286-comb,malignant,malignant,,,
CY89FNA_C08_S224_comb,-57.06364982,11.0098458,cy79-p3-CD45-neg-PDL1-neg-C07-S223-comb,malignant,malignant,,,
CY89FNA_G03_S267_comb,34.49784812,-71.48687052,cy79-p3-CD45-pos-PD1-neg-C02-S122-comb,B,B,,,
CY89COREQ1_F05_S353_comb,39.87753508,-67.83302331,cy79-p3-CD45-pos-PD1-neg-B10-S118-comb,B,B,,,
CY89FNA_D07_S235_comb,-57.47422534,12.02219567,cy79-p3-CD45-neg-PDL1-neg-D09-S237-comb,malignant,malignant,,,
CY89COREQ1_D11_S335_comb,-49.03394517,-3.344573651,cy79-p3-CD45-neg-PDL1-neg-E05-S245-comb,malignant,malignant,,,
CY89FNA_G02_S266_comb,-43.71602097,-29.09470994,cy79-p3-CD45-neg-PDL1-neg-B11-S215-comb,malignant,malignant,,,
CY89FNA_F08_S260_comb,-44.81671062,64.16702683,cy79-p3-CD45-pos-PD1-neg-E09-S153-comb,NK,NK,,,
CY89COREQ1_E06_S342_comb,29.32890573,-36.15294695,cy79-p3-CD45-neg-PDL1-neg-A07-S199-comb,undefined,undefined,,,
CY89FNA_A01_S193_comb,-45.92716954,-27.87007927,cy79-p3-CD45-pos-PD1-neg-C06-S126-comb,B,B,,,
CY89COREQ1_C12_S324_comb,42.18633623,-68.73760065,cy79-p3-CD45-neg-PDL1-neg-B06-S210-comb,malignant,malignant,,,
CY89COREQ1_E10_S346_comb,70.51971326,-16.3092224,cy79-p3-CD45-pos-PD1-neg-F09-S165-comb,T,T,,,
CY89COREQ1_B10_S310_comb,37.28355591,-66.7384696,cy79-p3-CD45-neg-PDL1-neg-F07-S259-comb,malignant,malignant,,,
CY89COREQ1_A08_S296_comb,-52.18246313,-1.166448556,cy79-p3-CD45-pos-PD1-neg-C11-S131-comb,B,B,,,
CY89COREQ1_G11_S371_comb,31.22080857,-65.55695862,cy79-p3-CD45-pos-PD1-neg-E11-S155-comb,B,B,,,
CY89COREQ1_D06_S330_comb,7.454953475,40.65679668,cy79-p3-CD45-neg-PDL1-neg-A11-S203-comb,malignant,malignant,,,
CY89COREQ1_B08_S308_comb,36.08160303,-68.71464545,cy79-p3-CD45-pos-PD1-neg-F03-S159-comb,B,B,,,
CY89COREQ1_G07_S367_comb,35.85563635,-72.39647185,cy79-p3-CD45-neg-PDL1-neg-B03-S207-comb,malignant,malignant,,,
CY89FNA_A10_S202_comb,33.38223237,-76.68791739,cy79-p3-CD45-pos-PD1-neg-F01-S157-comb,B,B,,,
CY89COREQ1_C04_S316_comb,-46.00153971,-3.127086623,cy79-p3-CD45-pos-PD1-neg-B12-S120-comb,B,B,,,
CY89FNA_E03_S243_comb,79.65199674,-18.92840245,cy79-p3-CD45-neg-PDL1-neg-E01-S241-comb,malignant,malignant,,,
CY89FNA_B10_S214_comb,-50.70698073,20.16476183,cy79-p3-CD45-pos-PD1-neg-C07-S127-comb,B,B,,,
CY89FNA_C09_S225_comb,28.42657948,-72.39217299,cy79-p3-CD45-neg-PDL1-neg-C10-S226-comb,malignant,malignant,,,
CY89COREQ1_A12_S300_comb,-65.48867435,24.71187925,cy79-p3-CD45-neg-PDL1-neg-C09-S225-comb,malignant,malignant,,,
CY89FNA_F05_S257_comb,-66.50580897,16.93137998,cy79-p3-CD45-neg-PDL1-neg-B09-S213-comb,malignant,malignant,,,
CY89COREQ1_B12_S312_comb,-6.875742971,6.679089099,cy79-p3-CD45-neg-PDL1-neg-H02-S278-comb,malignant,malignant,,,
CY89COREQ1_D04_S328_comb,77.61644158,-15.14496654,cy79-p3-CD45-neg-PDL1-neg-C02-S218-comb,malignant,malignant,,,
CY89COREQ1_B11_S311_comb,-52.88573175,13.40894703,cy79-p3-CD45-pos-PD1-neg-A05-S101-comb,B,B,,,
CY89COREQ1_E07_S343_comb,24.35711626,-65.47260313,cy79-p3-CD45-pos-PD1-neg-C09-S129-comb,T,T,,,
CY89CORE11_G06_S174_comb,59.69720817,-13.9056398,cy79-p3-CD45-neg-PDL1-neg-G02-S266-comb,undefined,undefined,,,
CY89COREQ1_B06_S306_comb,24.61611205,-63.62227653,cy79-p3-CD45-pos-PD1-neg-G10-S178-comb,B,B,,,
CY89FNA_A08_S200_comb,-48.99744555,-2.774207075,cy79-p3-CD45-pos-PD1-neg-E05-S149-comb,B,B,,,
CY89FNA_H07_S283_comb,58.53032276,-13.95760134,cy79-p3-CD45-neg-PDL1-neg-B07-S211-comb,malignant,malignant,,,
CY89COREQ1_H01_S373_comb,39.3153713,-72.06124026,cy79-p3-CD45-neg-PDL1-neg-G06-S270-comb,undefined,undefined,,,
CY89NEG_B06_S18_comb,68.34457916,16.6748061,cy79-p3-CD45-neg-PDL1-neg-H06-S282-comb,undefined,undefined,,,
CY89COREQ1_D12_S336_comb,-32.26873521,33.14892915,cy79-p3-CD45-neg-PDL1-neg-F03-S255-comb,malignant,malignant,,,
CY89COREQ1_D02_S326_comb,-65.86927766,22.27327219,cy79-p3-CD45-pos-PD1-neg-B11-S119-comb,B,B,,,
CY89FNA_B08_S212_comb,-47.80968417,-2.311955349,cy79-p3-CD45-pos-PD1-neg-A09-S105-comb,B,B,,,
CY89COREQ1_G06_S366_comb,25.06816297,-67.77375869,cy79-p3-CD45-neg-PDL1-neg-G12-S276-comb,malignant,malignant,,,
CY89FNA_F07_S259_comb,-50.94209304,-0.60237551,cy79-p3-CD45-pos-PD1-neg-G02-S170-comb,undefined,undefined,,,
CY89COREQ1_F06_S354_comb,79.9131717,-16.21248821,cy79-p3-CD45-neg-PDL1-neg-C03-S219-comb,malignant,malignant,,,
CY89COREQ1_G10_S370_comb,22.04327692,-64.30292838,cy79-p3-CD45-neg-PDL1-neg-H05-S281-comb,malignant,malignant,,,
CY89COREQ1_H10_S382_comb,40.31064428,-74.54568915,cy79-p3-CD45-neg-PDL1-neg-E11-S251-comb,undefined,undefined,,,
CY89COREQ1_E12_S348_comb,7.565300957,50.28550168,cy79-p3-CD45-neg-PDL1-neg-H01-S277-comb,malignant,malignant,,,
CY89FNAQ2_C12_S420_comb,38.49270016,-15.24823987,cy79-p3-CD45-pos-PD1-neg-G03-S171-comb,undefined,undefined,,,
CY89COREQ1_G05_S365_comb,8.328927455,47.90232507,cy79-p3-CD45-pos-PD1-neg-G09-S177-comb,B,B,,,
CY89FNAQ2_A06_S390_comb,38.8491504,-15.40003662,cy79-p3-CD45-pos-PD1-neg-G06-S174-comb,B,B,,,
CY89COREQ1_D07_S331_comb,-48.85564252,14.40673594,cy79-p3-CD45-neg-PDL1-neg-C01-S217-comb,malignant,malignant,,,
CY89COREQ1_C10_S322_comb,-53.62162802,0.669696405,cy79-p3-CD45-pos-PD1-neg-F12-S168-comb,T,T,,,
CY89COREQ1_E03_S339_comb,32.27051532,-65.6154102,cy79-p3-CD45-pos-PD1-neg-E07-S151-comb,T,T,,,
CY89COREQ1_C08_S320_comb,25.31790157,-65.38279818,cy79-p3-CD45-pos-PD1-neg-C10-S130-comb,B,B,,,
CY89COREQ1_G01_S361_comb,-55.89749769,19.94813794,cy79-p3-CD45-pos-PD1-neg-F08-S164-comb,B,B,,,
CY89COREQ1_F04_S352_comb,9.596486086,54.24986089,cy79-p3-CD45-pos-PD1-neg-E02-S146-comb,T,T,,,
CY89FNA_F03_S255_comb,39.07362681,-76.18682469,cy79-p3-CD45-neg-PDL1-neg-H07-S283-comb,malignant,malignant,,,
CY89FNA_E01_S241_comb,-50.17355203,-1.506540211,cy79-p3-CD45-neg-PDL1-neg-D08-S236-comb,malignant,malignant,,,
CY89COREQ1_A06_S294_comb,7.91932344,59.16061071,cy79-p3-CD45-neg-PDL1-neg-H11-S287-comb,malignant,malignant,,,
CY89FNA_C04_S220_comb,-57.72879687,16.98389126,cy79-p3-CD45-neg-PDL1-neg-G08-S272-comb,undefined,undefined,,,
CY89COREQ1_A07_S295_comb,-63.47925496,15.29099398,cy79-p3-CD45-neg-PDL1-neg-F02-S254-comb,malignant,malignant,,,
CY89COREQ1_G09_S369_comb,38.09189404,-68.81516932,cy79-p3-CD45-pos-PD1-neg-E08-S152-comb,T,T,,,
CY89COREQ1_F08_S356_comb,22.15367242,-64.55037381,cy79-p3-CD45-neg-PDL1-neg-D07-S235-comb,malignant,malignant,,,
CY89FNA_G07_S271_comb,-55.11553419,11.58657808,cy79-p3-CD45-pos-PD1-neg-E10-S154-comb,B,B,,,
CY89COREQ1_C01_S313_comb,27.87824199,-66.85828695,cy79-p3-CD45-neg-PDL1-neg-D05-S233-comb,malignant,malignant,,,
CY89COREQ1_C07_S319_comb,40.03920309,-68.88248434,cy79-p3-CD45-neg-PDL1-neg-E12-S252-comb,malignant,malignant,,,
CY89COREQ1_B03_S303_comb,-54.22440979,22.82266304,cy79-p3-CD45-neg-PDL1-neg-B10-S214-comb,malignant,malignant,,,
cy94_cd45pos_4_E01_S49_comb,8.725524748,-24.7722412,cy79-p3-CD45-neg-PDL1-neg-B08-S212-comb,malignant,malignant,,,
cy94_cd45neg_cd90pos_E11_S347_comb,12.69888194,-13.59579195,cy79-p3-CD45-neg-PDL1-neg-E06-S246-comb,undefined,undefined,,,
cy94_cd45pos_4_D05_S41_comb,-23.75114057,49.91258327,cy79-p3-CD45-pos-PD1-neg-A04-S100-comb,B,B,,,
cy94_cd45neg_cd90pos_D08_S332_comb,17.49720012,-20.09073097,cy79-p3-CD45-pos-PD1-neg-A07-S103-comb,T,T,,,
cy94_cd45neg_cd90pos_E02_S338_comb,27.2308089,-64.40004403,cy79-p3-CD45-pos-PD1-neg-G11-S179-comb,B,B,,,
cy94_cd45neg_cd90pos_H06_S378_comb,71.02659054,20.18039808,cy79-p3-CD45-pos-PD1-neg-E06-S150-comb,T,T,,,
cy94_cd45pos_G11_S179_comb,14.63156068,67.00579683,cy79-p3-CD45-neg-PDL1-neg-F10-S262-comb,undefined,undefined,,,
cy94_cd45pos_A05_S101_comb,16.19694453,51.66115033,cy79-p3-CD45-neg-PDL1-neg-E07-S247-comb,undefined,undefined,,,
cy94_cd45pos_C03_S123_comb,32.3780778,-77.27392332,cy79-p3-CD45-pos-PD1-neg-G07-S175-comb,B,B,,,
cy94_cd45pos_D07_S139_comb,19.8759819,-51.11840998,cy79-p3-CD45-pos-PD1-neg-G04-S172-comb,B,B,,,
cy94_cd45pos_4_D11_S47_comb,14.05358114,55.10350975,cy79-p3-CD45-pos-PD1-neg-A10-S106-comb,T,T,,,
cy94_cd45pos_F04_S160_comb,13.86404366,51.33391425,cy79-p3-CD45-neg-PDL1-neg-A12-S204-comb,Endothelial,Endothelial,,,
cy94_cd45neg_cd90pos_G06_S366_comb,18.17964403,56.58855035,cy79-p3-CD45-pos-PD1-neg-C05-S125-comb,B,B,,,
cy94_cd45neg_cd90pos_C10_S322_comb,72.21062505,15.3301152,cy79-p3-CD45-pos-PD1-neg-G05-S173-comb,B,B,,,
cy94_cd45pos_C12_S132_comb,5.418136142,-22.41041812,cy79-p3-CD45-pos-PD1-neg-G12-S180-comb,B,B,,,
cy94_cd45neg_cd90pos_G04_S364_comb,95.15316413,16.80872457,cy79-p3-CD45-pos-PD1-neg-F05-S161-comb,B,B,,,
cy94_cd45pos_4_C10_S34_comb,-11.48993853,69.08835218,Cy59_16,CAF,CAF,,,
cy94_cd45pos_G03_S171_comb,13.77750648,60.79625234,Cy59_17,undefined,undefined,,,
cy94_cd45pos_D12_S144_comb,20.06858637,32.73707026,Cy59_18,CAF,CAF,,,
cy94_cd45pos_F05_S161_comb,12.84734024,-43.29620448,Cy59_19,undefined,undefined,,,
cy94_cd45pos_4_E02_S50_comb,8.713733218,-13.63208777,Cy59_2,CAF,CAF,,,
cy94_cd45neg_cd90pos_H04_S376_comb,91.2405913,17.71579513,Cy59_31,undefined,undefined,,,
cy94_cd45neg_cd90pos_B11_S311_comb,15.37802538,-17.14624163,Cy59_52,CAF,CAF,,,
cy94_cd45neg_cd90pos_H12_S384_comb,-33.14925045,-38.80466983,Cy59_54,undefined,undefined,,,
cy94_cd45pos_4_E12_S60_comb,9.193732317,-23.1902094,Cy59_55,CAF,CAF,,,
cy94_cd45pos_4_B10_S22_comb,46.4177698,-73.94943512,Cy59_56,undefined,undefined,,,
cy94_cd45pos_A11_S107_comb,-32.60995444,31.81467921,Cy59_62,undefined,undefined,,,
cy94_cd45pos_4_B03_S15_comb,11.37183946,61.74634237,Cy59_7,CAF,CAF,,,
cy94_cd45pos_4_E04_S52_comb,2.924659385,-25.46717185,Cy59_83,Macrophage,Macrophage,,,
cy94_cd45pos_F03_S159_comb,9.54690865,-41.14724091,Cy59_84,undefined,undefined,,,
cy94_cd45pos_4_C09_S33_comb,13.3909306,67.79647546,Cy59_87,undefined,undefined,,,
cy94_cd45pos_4_G07_S79_comb,13.82134587,66.99942249,Cy59_95,CAF,CAF,,,
cy94_cd45pos_4_G11_S83_comb,20.1173026,52.91651689,Cy67-CD45pos-S2-A10_S10,B,B,,,
cy94_cd45neg_cd90pos_A10_S298_comb,94.00276607,17.00797334,Cy67-CD45pos-S2-A11_S11,T,T,,,
cy94_cd45pos_F07_S163_comb,16.91088501,34.88974057,Cy67-CD45pos-S2-A12_S12,T,T,,,
cy94_cd45neg_cd90pos_F04_S352_comb,91.63642392,24.11405386,Cy67-CD45pos-S2-A2_S2,T,T,,,
cy94_cd45pos_C11_S131_comb,15.33167767,-44.08706397,Cy67-CD45pos-S2-A3_S3,T,T,,,
cy94_cd45pos_A06_S102_comb,17.51436806,54.22786621,Cy67-CD45pos-S2-A5_S5,B,B,,,
cy94_cd45pos_4_D01_S37_comb,-6.315334549,-3.832527012,Cy67-CD45pos-S2-A7_S7,T,T,,,
cy94_cd45neg_cd90pos_B12_S312_comb,33.80128322,-74.43597183,Cy67-CD45pos-S2-A8_S8,T,T,,,
cy94_cd45pos_4_H02_S86_comb,-24.91183705,49.52363551,Cy67-CD45pos-S2-A9_S9,T,T,,,
cy94_cd45neg_cd90pos_E12_S348_comb,86.97247978,21.8365193,Cy67-CD45pos-S2-B10_S22,T,T,,,
cy94_cd45pos_C08_S128_comb,39.41680674,-74.73253248,Cy67-CD45pos-S2-B11_S23,T,T,,,
cy94_cd45pos_4_D06_S42_comb,28.69807807,-50.91052604,Cy67-CD45pos-S2-B12_S24,T,T,,,
cy94_cd45pos_4_G08_S80_comb,30.41794207,-53.43115976,Cy67-CD45pos-S2-B1_S13,T,T,,,
cy94_cd45pos_D04_S136_comb,0.303071921,-26.96961026,Cy67-CD45pos-S2-B3_S15,T,T,,,
cy94_cd45neg_cd90pos_H11_S383_comb,54.2046762,6.309930206,Cy67-CD45pos-S2-B4_S16,T,T,,,
cy94_cd45pos_A10_S106_comb,16.78746875,52.77488945,Cy67-CD45pos-S2-B5_S17,T,T,,,
cy94_cd45neg_cd90pos_D02_S326_comb,34.58598529,-18.45440337,Cy67-CD45pos-S2-B6_S18,undefined,undefined,,,
cy94_cd45pos_4_D07_S43_comb,34.74079695,-59.35350094,Cy67-CD45pos-S2-B7_S19,T,T,,,
cy94_cd45pos_C04_S124_comb,-14.88576644,-19.69498859,Cy67-CD45pos-S2-B8_S20,T,T,,,
cy94_cd45pos_4_E10_S58_comb,42.93699428,-61.72474951,Cy67-CD45pos-S2-B9_S21,T,T,,,
cy94_cd45pos_H04_S184_comb,41.6142782,-66.01366025,Cy67-CD45pos-S2-C10_S34,B,B,,,
cy94_cd45neg_cd90pos_C03_S315_comb,13.54058079,46.98168796,Cy67-CD45pos-S2-C11_S35,B,B,,,
cy94_cd45neg_cd90pos_G05_S365_comb,69.91227622,15.65074463,Cy67-CD45pos-S2-C12_S36,B,B,,,
cy94_cd45neg_cd90pos_B04_S304_comb,15.45872941,-19.14012618,Cy67-CD45pos-S2-C2_S26,B,B,,,
