Column1,Column2,Column3,Column1,Column2,Column3,,,
NAME,X,Y,NAME,CLUSTER,SUB-CLUSTER,,,
TYPE,numeric,numeric,TYPE,group,group,,,
CY58_1_CD45_B11_S983_comb,-48.76466388,37.27679119,Cy80_II_CD45_C02_S890_comb,malignant,malignant,cy80_CD_90_pos_A04_S868_comb,CAF,CAF
Cy81_FNA_CD45_E05_S245_comb,-40.1977183,-27.53395012,Cy80_II_CD45_F01_S925_comb,malignant,malignant,cy80_CD_90_pos_F08_S932_comb,CAF,CAF
Cy72_CD45_G06_S750_comb,-8.404357872,54.93698462,Cy74_CD45_D10_S430_comb,T,T,cy60_1_cd_45_pos_4_G12_S84_comb,T,T
CY58_1_CD45_D07_S1003_comb,-50.33063176,38.88790218,Cy72_CD45_D11_S719_comb,T,T,cy60_1_cd_45_pos_3_H11_S383_comb,T,T
CY58_1_CD45_F06_S1026_comb,-3.476085317,5.82195836,Cy72_CD45_H03_S759_comb,T,T,cy60_1_cd_45_pos_3_A05_S293_comb,T,T
Cy81_FNA_CD45_B06_S210_comb,-32.94521393,48.82908196,Cy80_II_CD45_G10_S946_comb,Endothelial,Endothelial,cy88_cd_45_pos_G03_S459_comb,T,T
CY58_1_CD45_B10_S982_comb,-15.86181046,45.84106061,Cy81_FNA_CD45_H02_S278_comb,T,T,cy60_1_cd_45_pos_4_D03_S39_comb,T,T
Cy81_FNA_CD45_A10_S202_comb,-24.02511432,56.90471742,Cy80_II_CD45_F08_S932_comb,Endothelial,Endothelial,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A02_S962_comb,B,B
Cy72_CD45_A10_S682_comb,-10.93960116,51.67573368,Cy80_II_CD45_E01_S913_comb,malignant,malignant,cy88_cd_45_pos_G09_S465_comb,Macrophage,Macrophage
Cy72_CD45_A12_S684_comb,-6.683799417,64.95266205,Cy81_FNA_CD45_B02_S302_comb,malignant,malignant,cy60_1_cd_45_pos_3_C12_S324_comb,B,B
CY58_1_CD45_G02_S1034_comb,-38.04963861,34.83907192,Cy72_CD45_F04_S736_comb,B,B,cy60_1_cd_45_pos_3_F04_S352_comb,T,T
CY58_1_CD45_A05_S965_comb,-55.71096675,59.05517858,CY58_1_CD45_H11_S1055_comb,T,T,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C07_S991_comb,B,B
CY58_1_CD45_G03_S1035_comb,-38.53570696,46.54835105,Cy71_CD45_D05_S521_comb,T,T,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E05_S1013_comb,B,B
Cy72_CD45_D10_S718_comb,-10.71484413,55.01416108,CY58_1_CD45_A03_S963_comb,T,T,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A09_S969_comb,B,B
Cy81_FNA_CD45_D01_S229_comb,-18.78602044,18.3671958,Cy74_CD45_E07_S439_comb,T,T,cy88_cd_45_pos_F11_S455_comb,T,T
Cy72_CD45_E01_S721_comb,-7.483333101,63.24227894,Cy72_CD45_C02_S698_comb,T,T,cy60_1_cd_45_pos_3_E01_S337_comb,B,B
Cy74_CD45_A06_S390_comb,72.67413615,-13.12432644,Cy81_FNA_CD45_F07_S355_comb,malignant,malignant,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C11_S995_comb,B,B
Cy81_FNA_CD45_F07_S259_comb,-16.37088143,41.40678479,Cy80_II_CD45_H11_S959_comb,malignant,malignant,cy60_1_cd_45_pos_3_E12_S348_comb,B,B
Cy72_CD45_B12_S696_comb,-40.28725572,45.58868885,Cy81_FNA_CD45_E04_S340_comb,malignant,malignant,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C01_S985_comb,B,B
Cy72_CD45_D06_S714_comb,-12.10960861,58.4991236,Cy81_FNA_CD45_F03_S255_comb,T,T,cy88_cd_45_pos_3_F01_S637_comb,Macrophage,Macrophage
CY58_1_CD45_G12_S1044_comb,-34.97199461,50.66107595,CY58_1_CD45_C02_S986_comb,T,T,cy88_cd_45_pos_3_C01_S601_comb,T,T
CY58_1_CD45_A08_S968_comb,-44.58280602,6.710050185,Cy74_CD45_F04_S448_comb,T,T,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C10_S994_comb,T,T
Cy72_CD45_H08_S764_comb,-13.41839713,61.50151019,Cy74_CD45_G10_S466_comb,T,T,cy60_1_cd_45_pos_3_A04_S292_comb,B,B
Cy74_CD45_C07_S415_comb,72.61545609,-13.97505793,Cy81_FNA_CD45_H09_S381_comb,malignant,malignant,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F09_S1029_comb,B,B
Cy72_CD45_G08_S752_comb,57.67866591,-64.65704258,Cy81_FNA_CD45_C03_S219_comb,T,T,cy88_cd_45_pos_C01_S409_comb,Macrophage,Macrophage
CY58_1_CD45_C07_S991_comb,-54.97393015,6.100758352,Cy71_CD45_F02_S542_comb,undefined,undefined,cy60_1_cd_45_pos_4_C03_S27_comb,T,T
CY58_1_CD45_G01_S1033_comb,-22.69387943,33.2738009,Cy80_II_CD45_A01_S865_comb,malignant,malignant,cy80_CD_90_pos_E04_S916_comb,CAF,CAF
Cy72_CD45_D02_S710_comb,33.62124598,-38.81168298,Cy72_CD45_F03_S735_comb,T,T,cy88_cd_45_pos_3_F07_S643_comb,T,T
Cy81_FNA_CD45_G06_S270_comb,-3.669565102,60.17932132,CY58_1_CD45_C05_S989_comb,undefined,undefined,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C06_S990_comb,B,B
Cy81_FNA_CD45_A11_S203_comb,-22.52466433,57.24302468,Cy81_Bulk_CD45_F12_S168_comb,malignant,malignant,cy60_1_cd_45_pos_4_D01_S37_comb,B,B
Cy72_CD45_G10_S754_comb,-8.500068732,58.72325563,Cy72_CD45_G11_S755_comb,B,B,cy60_1_cd_45_pos_3_A03_S291_comb,NK,NK
Cy74_CD45_G09_S465_comb,-42.65123589,46.32419422,CY58_1_CD45_B11_S983_comb,T,T,cy60_1_cd_45_neg_3_H07_S571_comb,undefined,undefined
Cy74_CD45_F11_S455_comb,-40.39671145,40.04472127,Cy81_FNA_CD45_E05_S245_comb,T,T,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D01_S997_comb,T,T
CY58_1_CD45_H10_S1054_comb,-41.99193462,42.68541959,Cy72_CD45_G06_S750_comb,T,T,cy60_1_cd_45_pos_3_B01_S301_comb,NK,NK
CY58_1_CD45_A11_S971_comb,-35.61372282,47.88923924,Cy71_CD45_E06_S534_comb,malignant,malignant,cy60_1_cd_45_pos_4_C05_S29_comb,T,T
Cy81_Bulk_CD45_F08_S164_comb,60.29761643,5.476078772,Cy71_CD45_F04_S544_comb,T,T,cy60_1_cd_45_pos_3_A09_S297_comb,B,B
Cy80_II_CD45_C03_S891_comb,90.25548876,16.12092579,CY58_1_CD45_D07_S1003_comb,T,T,cy88_cd_45_pos_C03_S411_comb,T,T
Cy72_CD45_E03_S723_comb,-13.79597914,61.40571318,Cy71_CD45_E07_S535_comb,T,T,cy60_1_cd_45_pos_4_E10_S58_comb,B,B
Cy72_CD45_B11_S695_comb,-8.140262472,51.73586722,CY58_1_CD45_F06_S1026_comb,T,T,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H09_S1053_comb,B,B
Cy74_CD45_D09_S429_comb,-44.4491482,40.74920369,Cy71_CD45_C12_S516_comb,malignant,malignant,cy60_1_cd_45_pos_3_G01_S361_comb,NK,NK
Cy72_CD45_H09_S765_comb,-5.240059056,65.17858536,Cy81_FNA_CD45_B06_S210_comb,T,T,cy80_CD_90_pos_E09_S921_comb,CAF,CAF
Cy72_CD45_G07_S751_comb,-6.267593874,61.88526985,CY58_1_CD45_B10_S982_comb,undefined,undefined,cy88_cd_45_pos_G07_S463_comb,Macrophage,Macrophage
Cy72_CD45_G05_S749_comb,-9.181828649,55.84083013,Cy81_FNA_CD45_A10_S202_comb,T,T,cy88_cd_45_pos_D11_S431_comb,T,T
Cy72_CD45_E09_S729_comb,53.27742405,-64.08432052,Cy72_CD45_A10_S682_comb,T,T,cy60_1_cd_45_pos_3_A11_S299_comb,T,T
Cy81_FNA_CD45_F05_S257_comb,-8.964875516,46.11592862,Cy72_CD45_A12_S684_comb,T,T,cy80_CD_90_pos_D10_S910_comb,CAF,CAF
Cy72_CD45_B03_S687_comb,-8.262143322,59.50683784,Cy71_CD45_A06_S486_comb,malignant,malignant,cy88_cd_45_pos_3_B07_S595_comb,T,T
Cy72_CD45_C11_S707_comb,-9.150298052,58.01752897,CY58_1_CD45_G02_S1034_comb,T,T,cy88_cd_45_pos_3_B05_S593_comb,T,T
Cy81_Bulk_CD45_E09_S153_comb,60.10291209,5.909452413,CY58_1_CD45_A05_S965_comb,NK,NK,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H12_S1056_comb,T,T
Cy81_FNA_CD45_F12_S264_comb,52.42212614,-69.95958808,Cy80_II_CD45_E11_S923_comb,malignant,malignant,cy60_1_cd_45_pos_3_B11_S311_comb,T,T
Cy80_II_CD45_A04_S868_comb,89.07499521,23.36259612,CY58_1_CD45_G03_S1035_comb,T,T,cy60_1_cd_45_pos_3_C05_S317_comb,T,T
CY58_1_CD45_G06_S1038_comb,-10.29210011,61.16816249,Cy72_CD45_D10_S718_comb,T,T,cy80_CD_90_pos_C11_S899_comb,CAF,CAF
Cy72_CD45_F01_S733_comb,-9.286471051,64.83113344,Cy81_FNA_CD45_C01_S217_comb,undefined,undefined,cy88_cd_45_pos_D09_S429_comb,Macrophage,Macrophage
CY58_1_CD45_G07_S1039_comb,-54.62036164,6.447463709,Cy81_FNA_CD45_D01_S229_comb,undefined,undefined,cy80_CD_90_pos_C04_S892_comb,undefined,undefined
Cy74_CD45_B02_S398_comb,54.69257806,-67.11253889,Cy71_CD45_C09_S513_comb,malignant,malignant,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F04_S1024_comb,B,B
CY58_1_CD45_A02_S962_comb,-11.80065817,53.86567114,Cy71_CD45_E05_S533_comb,malignant,malignant,cy60_1_cd_45_pos_3_B12_S312_comb,B,B
Cy74_CD45_A11_S395_comb,-52.78975524,-25.04391724,Cy72_CD45_E01_S721_comb,T,T,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E04_S1012_comb,B,B
Cy81_FNA_CD45_D06_S234_comb,-36.92124229,40.48470984,Cy81_Bulk_CD45_A08_S104_comb,malignant,malignant,cy60_1_cd_45_neg_3_C10_S514_comb,malignant,malignant
CY58_1_CD45_C12_S996_comb,-9.609342434,53.70549202,Cy74_CD45_A06_S390_comb,Macrophage,Macrophage,cy80_CD_90_pos_B04_S880_comb,CAF,CAF
Cy72_CD45_H01_S757_comb,-5.895976548,66.13331339,Cy81_FNA_CD45_F07_S259_comb,T,T,cy60_1_cd_45_pos_3_D01_S325_comb,T,T
Cy72_CD45_A09_S681_comb,-8.173380674,66.61245372,Cy72_CD45_B12_S696_comb,T,T,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B10_S982_comb,B,B
Cy74_CD45_H09_S477_comb,-15.4026055,55.89299761,Cy71_CD45_H12_S672_comb,undefined,undefined,cy60_1_cd_45_pos_4_G02_S74_comb,B,B
CY58_1_CD45_C10_S994_comb,-52.54362047,41.41971037,Cy71_CD45_H12_S576_comb,malignant,malignant,cy88_cd_45_pos_B07_S403_comb,T,T
CY58_1_CD45_G04_S1036_comb,-49.68302948,36.16748228,Cy81_Bulk_CD45_E07_S151_comb,undefined,undefined,cy60_1_cd_45_pos_4_D12_S48_comb,undefined,undefined
Cy81_FNA_CD45_H10_S286_comb,-9.494741321,67.36798175,Cy81_Bulk_CD45_F07_S163_comb,undefined,undefined,cy60_1_cd_45_pos_3_A02_S290_comb,T,T
Cy81_FNA_CD45_D04_S232_comb,-36.22719035,43.11590147,Cy72_CD45_D06_S714_comb,undefined,undefined,cy88_cd_45_pos_C09_S417_comb,T,T
Cy81_FNA_CD45_G12_S276_comb,-2.834718713,59.128746,Cy80_II_CD45_E08_S920_comb,malignant,malignant,cy88_cd_45_pos_E05_S437_comb,undefined,undefined
Cy74_CD45_H11_S479_comb,-49.7802987,40.94873891,CY58_1_CD45_G12_S1044_comb,undefined,undefined,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D06_S1002_comb,B,B
Cy74_CD45_D02_S422_comb,-45.13826805,45.00458609,CY58_1_CD45_A08_S968_comb,T,T,cy88_cd_45_pos_G05_S461_comb,undefined,undefined
Cy81_FNA_CD45_A04_S196_comb,-22.40972166,34.79819642,Cy72_CD45_H08_S764_comb,T,T,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A05_S965_comb,B,B
Cy81_FNA_CD45_B05_S209_comb,-12.23047922,67.9839468,Cy74_CD45_C07_S415_comb,Macrophage,Macrophage,cy88_cd_45_pos_C07_S415_comb,T,T
Cy74_CD45_H10_S478_comb,15.88263767,14.72459468,Cy81_FNA_CD45_H05_S377_comb,malignant,malignant,cy88_cd_45_pos_E01_S433_comb,T,T
Cy72_CD45_G02_S746_comb,-10.73304502,57.05348207,Cy72_CD45_G08_S752_comb,B,B,cy60_1_cd_45_pos_4_E09_S57_comb,T,T
CY58_1_CD45_H01_S1045_comb,-35.8881183,50.11880379,Cy81_FNA_CD45_D12_S336_comb,malignant,malignant,cy60_1_cd_45_pos_3_G04_S364_comb,T,T
CY58_1_CD45_B12_S984_comb,-18.16439273,43.06459952,CY58_1_CD45_C07_S991_comb,T,T,cy60_1_cd_45_pos_4_C10_S34_comb,T,T
Cy74_CD45_C01_S409_comb,-56.48039606,35.70618779,Cy81_Bulk_CD45_C07_S127_comb,undefined,undefined,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C12_S996_comb,B,B
CY58_1_CD45_B03_S975_comb,-10.72764486,48.79707436,CY58_1_CD45_G01_S1033_comb,T,T,cy88_cd_45_pos_G02_S458_comb,T,T
Cy72_CD45_D08_S716_comb,-6.593660016,63.82965847,Cy72_CD45_D02_S710_comb,B,B,cy60_1_cd_45_pos_4_E02_S50_comb,T,T
Cy72_CD45_A04_S676_comb,55.92838714,-66.99849623,Cy81_FNA_CD45_G06_S270_comb,T,T,cy88_cd_45_pos_H10_S478_comb,T,T
Cy74_CD45_D06_S426_comb,-53.10917281,39.1374426,Cy81_FNA_CD45_A11_S203_comb,T,T,cy60_1_cd_45_pos_4_E06_S54_comb,B,B
Cy72_CD45_C05_S701_comb,-6.638893606,52.37162354,Cy71_CD45_H09_S573_comb,T,T,cy60_1_cd_45_pos_4_A10_S10_comb,undefined,undefined
Cy74_CD45_C04_S412_comb,-56.83766896,35.37056722,Cy72_CD45_G10_S754_comb,T,T,cy60_1_cd_45_pos_3_H04_S376_comb,T,T
Cy80_II_CD45_A08_S872_comb,90.82575162,21.09506605,Cy74_CD45_G09_S465_comb,T,T,cy88_cd_45_pos_F07_S451_comb,T,T
Cy74_CD45_G06_S462_comb,-9.055936117,21.23582654,Cy74_CD45_F11_S455_comb,T,T,cy60_1_cd_45_pos_3_G02_S362_comb,B,B
CY58_1_CD45_B04_S976_comb,-51.55387248,6.030459112,Cy71_CD45_A07_S487_comb,malignant,malignant,cy88_cd_45_pos_H07_S475_comb,T,T
CY58_1_CD45_F07_S1027_comb,-51.28356929,36.07447044,Cy71_CD45_G11_S563_comb,malignant,malignant,cy60_1_cd_45_pos_4_E07_S55_comb,B,B
Cy74_CD45_E09_S441_comb,-55.01998847,37.64071975,CY58_1_CD45_H10_S1054_comb,T,T,cy80_CD_90_pos_F09_S933_comb,CAF,CAF
Cy72_CD45_F08_S740_comb,-5.178485904,56.37578796,CY58_1_CD45_A11_S971_comb,undefined,undefined,cy60_1_cd_45_pos_4_B11_S23_comb,T,T
Cy74_CD45_H07_S475_comb,56.3277033,-68.23639252,Cy81_Bulk_CD45_F08_S164_comb,undefined,undefined,cy80_CD_90_pos_F03_S927_comb,undefined,undefined
Cy81_FNA_CD45_C04_S220_comb,-36.91503366,41.48884864,Cy80_II_CD45_C03_S891_comb,Endothelial,Endothelial,cy60_1_cd_45_pos_3_C07_S319_comb,T,T
Cy72_CD45_D05_S713_comb,33.28548773,-39.14415177,Cy72_CD45_E03_S723_comb,T,T,cy88_cd_45_pos_E06_S438_comb,Macrophage,Macrophage
Cy74_CD45_F06_S450_comb,-52.44132967,6.191570127,Cy72_CD45_B11_S695_comb,T,T,cy60_1_cd_45_pos_3_H12_S384_comb,T,T
Cy72_CD45_F06_S738_comb,16.30898737,-68.81294213,Cy74_CD45_D09_S429_comb,T,T,cy60_1_cd_45_pos_3_F03_S351_comb,B,B
Cy74_CD45_E10_S442_comb,-45.00093962,43.92505624,Cy72_CD45_H09_S765_comb,T,T,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D02_S998_comb,B,B
Cy74_CD45_C09_S417_comb,-52.9059235,35.88721228,Cy81_Bulk_CD45_F05_S161_comb,malignant,malignant,cy88_cd_45_pos_B11_S407_comb,undefined,undefined
Cy72_CD45_H04_S760_comb,-5.676785693,61.07881422,Cy72_CD45_G07_S751_comb,T,T,cy60_1_cd_45_pos_4_D10_S46_comb,T,T
Cy81_FNA_CD45_D05_S233_comb,-3.62910124,62.17722036,Cy72_CD45_G05_S749_comb,T,T,cy60_1_cd_45_pos_3_H10_S382_comb,B,B
Cy74_CD45_C08_S416_comb,-38.08884693,43.08656546,Cy72_CD45_E09_S729_comb,B,B,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H06_S1050_comb,B,B
Cy72_CD45_E12_S732_comb,-6.720916396,56.54664622,Cy71_CD45_D03_S519_comb,T,T,cy88_cd_45_pos_H11_S479_comb,T,T
CY58_1_CD45_C08_S992_comb,-32.7668683,44.06493979,Cy81_FNA_CD45_F05_S257_comb,T,T,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B01_S973_comb,B,B
Cy74_CD45_E01_S433_comb,-41.9834163,46.16906999,Cy72_CD45_B03_S687_comb,undefined,undefined,cy60_1_cd_45_pos_4_A12_S12_comb,B,B
Cy72_CD45_E05_S725_comb,-7.381726568,59.11407769,Cy72_CD45_C11_S707_comb,T,T,cy60_1_cd_45_pos_3_F05_S353_comb,B,B
CY58_1_CD45_D01_S997_comb,-34.89367815,47.43115386,Cy81_Bulk_CD45_E09_S153_comb,undefined,undefined,cy60_1_cd_45_pos_3_B06_S306_comb,T,T
Cy74_CD45_B10_S406_comb,-49.93777549,40.99595396,Cy81_FNA_CD45_F12_S264_comb,B,B,cy60_1_cd_45_pos_3_F08_S356_comb,T,T
Cy72_CD45_A08_S680_comb,-5.03086005,62.01553092,Cy81_Bulk_CD45_D08_S140_comb,malignant,malignant,cy60_1_cd_45_pos_3_D05_S329_comb,B,B
Cy72_CD45_F11_S743_comb,-8.71614793,65.60035271,Cy80_II_CD45_A04_S868_comb,Endothelial,Endothelial,cy60_1_cd_45_pos_3_E08_S344_comb,B,B
Cy72_CD45_C09_S705_comb,-10.9202954,61.62409866,CY58_1_CD45_G06_S1038_comb,T,T,cy60_1_cd_45_pos_3_C03_S315_comb,T,T
Cy80_II_CD45_H03_S951_comb,68.05873526,15.63278278,Cy81_FNA_CD45_B04_S304_comb,malignant,malignant,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A12_S972_comb,B,B
Cy72_CD45_H05_S761_comb,57.73037684,-64.03655037,Cy80_II_CD45_H12_S960_comb,malignant,malignant,cy60_1_cd_45_pos_3_C10_S322_comb,B,B
CY58_1_CD45_B07_S979_comb,-16.84836394,47.67069103,Cy81_FNA_CD45_H01_S373_comb,malignant,malignant,cy88_cd_45_pos_H06_S474_comb,T,T
Cy72_CD45_G04_S748_comb,-25.52183337,49.1175549,Cy72_CD45_F01_S733_comb,undefined,undefined,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A10_S970_comb,B,B
Cy81_Bulk_CD45_C08_S128_comb,58.98130585,5.345708102,CY58_1_CD45_G07_S1039_comb,T,T,cy60_1_cd_45_pos_3_E05_S341_comb,B,B
Cy72_CD45_F09_S741_comb,-10.64476695,67.34695761,Cy71_CD45_C07_S511_comb,malignant,malignant,cy80_CD_90_pos_F07_S931_comb,CAF,CAF
Cy72_CD45_C08_S704_comb,-41.41681855,44.01184108,Cy81_Bulk_CD45_A12_S108_comb,malignant,malignant,cy60_1_cd_45_pos_3_D03_S327_comb,B,B
Cy81_FNA_CD45_G05_S269_comb,-26.03726432,39.7312406,Cy80_II_CD45_A06_S870_comb,malignant,malignant,cy60_1_cd_45_pos_3_E02_S338_comb,T,T
Cy81_FNA_CD45_H07_S283_comb,-38.08200976,41.58342751,Cy74_CD45_B02_S398_comb,B,B,cy80_CD_90_pos_C05_S893_comb,CAF,CAF
CY58_1_CD45_B05_S977_comb,-48.45248022,38.06805725,Cy71_CD45_H03_S567_comb,T,T,cy60_1_cd_45_pos_4_E08_S56_comb,NK,NK
Cy81_FNA_CD45_B07_S211_comb,-11.5836795,67.57518134,CY58_1_CD45_A02_S962_comb,T,T,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B05_S977_comb,B,B
CY58_1_CD45_C06_S990_comb,-7.982447507,64.66705631,Cy71_CD45_F12_S552_comb,T,T,cy60_1_cd_45_pos_4_D06_S42_comb,T,T
Cy72_CD45_A02_S674_comb,-5.267444639,60.65005207,Cy81_Bulk_CD45_E06_S150_comb,malignant,malignant,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H01_S1045_comb,T,T
Cy74_CD45_B04_S400_comb,-51.5976573,5.541315092,Cy81_Bulk_CD45_A02_S98_comb,malignant,malignant,cy88_cd_45_pos_F06_S450_comb,undefined,undefined
Cy72_CD45_H11_S767_comb,-6.721325361,59.99240166,Cy74_CD45_A11_S395_comb,T,T,cy60_1_cd_45_pos_4_D07_S43_comb,T,T
Cy81_Bulk_CD45_F10_S166_comb,90.28408079,15.49577183,Cy81_FNA_CD45_D06_S234_comb,T,T,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E07_S1015_comb,T,T
Cy72_CD45_H12_S864_comb,61.34894391,2.590694706,Cy71_CD45_C10_S514_comb,malignant,malignant,cy60_1_cd_45_pos_4_C09_S33_comb,B,B
Cy80_II_CD45_B04_S880_comb,90.52044133,22.48072177,Cy81_Bulk_CD45_D06_S138_comb,malignant,malignant,cy80_CD_90_pos_B02_S878_comb,CAF,CAF
Cy74_CD45_E11_S443_comb,-51.4372547,40.63623545,CY58_1_CD45_C12_S996_comb,undefined,undefined,cy60_1_cd_45_pos_4_G07_S79_comb,T,T
Cy74_CD45_H04_S472_comb,-49.16971687,42.9957878,Cy71_CD45_D10_S526_comb,T,T,cy60_1_cd_45_pos_4_H06_S90_comb,B,B
Cy72_CD45_E07_S727_comb,-25.62219826,36.3920868,Cy71_CD45_C02_S506_comb,malignant,malignant,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H08_S1052_comb,undefined,undefined
Cy74_CD45_G11_S467_comb,-51.99532615,43.33364344,Cy72_CD45_H01_S757_comb,undefined,undefined,cy88_cd_45_pos_3_F09_S645_comb,T,T
Cy81_FNA_CD45_H09_S285_comb,-2.495827484,62.34469591,Cy72_CD45_A09_S681_comb,T,T,cy60_1_cd_45_neg_3_F09_S549_comb,malignant,malignant
Cy74_CD45_D07_S427_comb,-48.16243265,41.31562303,Cy71_CD45_F08_S548_comb,malignant,malignant,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C05_S989_comb,undefined,undefined
cy80-Cd45-pos-PD1-pos-B09-S45-comb,-7.338990333,-7.590454758,Cy71_CD45_C04_S508_comb,malignant,malignant,cy60_1_cd_45_pos_3_E11_S347_comb,Macrophage,Macrophage
cy80-Cd45-pos-Pd1-neg-S366-H06-S366-comb,42.41415415,-63.03549486,Cy81_FNA_CD45_D11_S335_comb,malignant,malignant,cy60_1_cd_45_pos_4_C11_S35_comb,NK,NK
cy80-Cd45-pos-Pd1-neg-S202-A10-S202-comb,13.87157243,-53.22196326,Cy71_CD45_F09_S549_comb,undefined,undefined,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H03_S1047_comb,B,B
cy80-Cd45-pos-Pd1-neg-S201-A09-S201-comb,28.72944827,-62.05950444,Cy74_CD45_H09_S477_comb,T,T,cy60_1_cd_45_pos_4_E03_S51_comb,B,B
cy80-Cd45-pos-Pd1-neg-S221-B05-S221-comb,18.43726905,-56.89320343,Cy71_CD45_H04_S568_comb,malignant,malignant,cy60_1_cd_45_pos_4_A03_S3_comb,B,B
cy80-Cd45-pos-PD1-pos-A03-S15-comb,5.267516487,-35.93245796,Cy81_FNA_CD45_C10_S322_comb,malignant,malignant,cy88_cd_45_pos_3_C09_S609_comb,T,T
cy80-Cd45-pos-PD1-pos-B11-S47-comb,-3.239486212,-0.005347207,CY58_1_CD45_C10_S994_comb,T,T,cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E10_S1018_comb,T,T
cy80-Cd45-pos-PD1-pos-S189-H09-S189-comb,-3.504542362,-9.752077145,CY58_1_CD45_G04_S1036_comb,T,T,cy88_cd_45_pos_3_B09_S597_comb,T,T
cy80-Cd45-pos-PD1-pos-A05-S17-comb,-5.670393296,-7.361938457,Cy71_CD45_D01_S517_comb,malignant,malignant,cy60_1_cd_45_pos_4_H03_S87_comb,T,T
cy80-Cd45-pos-PD1-pos-C02-S62-comb,-5.678387518,-10.2832711,Cy81_FNA_CD45_H10_S286_comb,undefined,undefined,cy60_1_cd_45_neg_1_D11_S239_comb,malignant,malignant
cy80-Cd45-pos-PD1-pos-D12-S96-comb,5.430758884,-30.34805652,Cy71_CD45_E01_S529_comb,T,T,cy80_CD_90_pos_G06_S942_comb,CAF,CAF
cy80-Cd45-pos-PD1-pos-S165-G09-S165-comb,-30.40514865,-14.91784112,Cy71_CD45_A09_S489_comb,Macrophage,Macrophage,cy88_cd_45_pos_E07_S439_comb,T,T
cy80-Cd45-pos-PD1-pos-S115-E07-S115-comb,-33.75163986,-12.92662254,Cy71_CD45_C06_S510_comb,T,T,cy60_1_cd_45_pos_3_F07_S355_comb,B,B
cy80-Cd45-pos-Pd1-neg-S294-E06-S294-comb,14.01626554,-55.58787874,Cy71_CD45_B09_S501_comb,malignant,malignant,cy60_1_cd_45_pos_4_D08_S44_comb,B,B
cy80-Cd45-pos-PD1-pos-C07-S67-comb,-2.181895593,-12.51563709,Cy81_FNA_CD45_D04_S232_comb,T,T,cy60_1_cd_45_pos_4_C01_S25_comb,T,T
cy80-Cd45-pos-Pd1-neg-S228-B12-S228-comb,-47.21222182,58.82606431,Cy81_FNA_CD45_G12_S276_comb,T,T,cy60_1_cd_45_pos_3_B07_S307_comb,T,T
cy80-Cd45-pos-Pd1-neg-S370-H10-S370-comb,15.01498744,-55.0927627,Cy71_CD45_H03_S663_comb,undefined,undefined,cy60_1_cd_45_pos_4_G04_S76_comb,undefined,undefined
cy80-Cd45-pos-Pd1-neg-S196-A04-S196-comb,12.17564183,68.29681851,Cy74_CD45_H11_S479_comb,T,T,cy88_cd_45_pos_3_D03_S615_comb,T,T
cy80-Cd45-pos-PD1-pos-S120-E12-S120-comb,-2.33601289,0.686065597,Cy74_CD45_D02_S422_comb,T,T,cy88_cd_45_pos_F09_S453_comb,T,T
cy80-Cd45-pos-Pd1-neg-S272-D08-S272-comb,8.887233257,66.5209613,Cy81_FNA_CD45_A04_S196_comb,T,T,cy80_cd_90_neg_C03_S123_comb,undefined,undefined
cy80-Cd45-pos-PD1-pos-S159-G03-S159-comb,-30.59278006,-14.47459788,Cy81_Bulk_CD45_G06_S174_comb,malignant,malignant,cy60_1_cd_45_pos_3_B05_S305_comb,T,T
cy80-Cd45-pos-PD1-pos-S138-F06-S138-comb,-7.0288812,-6.220938114,Cy71_CD45_H11_S575_comb,malignant,malignant,cy60_1_cd_45_pos_4_B12_S24_comb,T,T
